cas_rn,see_details,endocrine_toxicity,respiratory_toxicity,carcinogenicity,genotoxicity,reproductive_toxicity,developmental_toxicity,neurotoxicity,pbt,tot_haz
55219-65-3,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=25410,0,0,0,0,1,0,0,0,1
2597-7-3,NA,0,0,0,0,0,0,0,0,0
2595-54-2,NA,0,0,0,0,0,0,0,0,0
28434-00-6,NA,0,0,0,0,0,0,0,0,0
103-17-3,NA,0,0,0,0,0,0,0,0,0
584-79-2,NA,0,0,0,0,0,0,0,0,0
2439-2-1,NA,0,0,0,0,0,0,0,0,0
57646-30-7,NA,0,0,0,0,0,0,0,0,0
32809-16-8,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=23310,0,0,1,0,0,0,0,0,1
32809-16-8,NA,1,0,0,0,0,0,0,0,1
973-21-7,NA,0,0,0,0,0,0,0,0,0
2536-31-4,NA,0,0,0,0,0,0,0,0,0
950-37-8,NA,1,0,0,0,0,0,0,0,1
68694-11-1,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=23695,0,0,0,0,1,0,0,0,1
68694-11-1,NA,1,0,0,0,0,0,0,0,1
4824-78-6,NA,0,0,0,0,0,0,0,0,0
76738-62-0,NA,1,0,0,0,0,0,0,0,1
2275-23-2,NA,0,0,0,0,0,0,0,0,0
961-11-5,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=23340,0,0,0,0,0,0,1,0,1
97-16-5,NA,0,0,0,0,0,0,0,0,0
21564-17-0,NA,0,0,0,0,0,0,0,0,0
76674-21-0,NA,0,0,0,0,0,0,0,0,0
5131-24-8,NA,0,0,0,0,0,0,0,0,0
80-33-1,NA,0,0,0,0,0,0,0,0,0
62924-70-3,NA,1,0,0,0,0,0,0,0,1
131-18-0,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=20768,0,0,0,0,1,0,0,0,1
79983-71-4,NA,0,0,0,0,0,0,0,0,0
18181-70-9,NA,0,0,0,0,0,0,0,0,0
36335-67-8,NA,0,0,0,0,0,0,0,0,0
22224-92-6,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=25708,0,0,0,0,0,0,1,0,1
38727-55-8,NA,0,0,0,0,0,0,0,0,0
15457-05-3,NA,0,0,0,0,0,0,0,0,0
35554-44-0,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=23242,0,0,1,0,0,0,0,0,1
35554-44-0,NA,1,0,0,0,0,0,0,0,1
66332-96-5,NA,0,0,0,0,0,0,0,0,0
50512-35-1,NA,0,0,0,0,0,0,0,0,0
41198-08-7,NA,1,0,0,0,0,0,0,0,1
83657-17-4,NA,0,0,0,0,0,0,0,0,0
78-48-8,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=23258,0,0,1,0,0,0,1,0,2
51218-49-6,NA,0,0,0,0,0,0,0,0,0
37893-02-0,NA,0,0,0,0,0,0,0,0,0
75736-33-3,NA,0,0,0,0,0,0,0,0,0
41394-05-2,NA,0,0,0,0,0,0,0,0,0
60207-31-0,NA,0,0,0,0,0,0,0,0,0
52756-25-9,NA,0,0,0,0,0,0,0,0,0
69327-76-0,NA,0,0,0,0,0,0,0,0,0
85509-19-9,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=23228,0,0,0,0,1,0,0,0,1
841-06-5,NA,0,0,0,0,0,0,0,0,0
64470-88-8,NA,0,0,0,0,0,0,0,0,0
136-25-4,NA,0,0,0,0,0,0,0,0,0
18854-01-8,NA,0,0,0,0,0,0,0,0,0
12771-68-5,NA,0,0,0,0,0,0,0,0,0
485-31-4,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=23152,0,0,0,0,1,0,0,0,1
79241-46-6,NA,1,0,0,0,0,0,0,0,1
50594-67-7,NA,0,0,0,0,0,0,0,0,0
3761-41-9,NA,0,0,0,0,0,0,0,0,0
83657-24-3,NA,1,0,0,0,0,0,0,0,1
69581-33-5,NA,0,0,0,0,0,0,0,0,0
2635-1-10,NA,0,0,0,0,0,0,0,0,0
60207-93-4,NA,0,0,0,0,0,0,0,0,0
52756-22-6,NA,0,0,0,0,0,0,0,0,0
77732-09-3,NA,0,0,0,0,0,0,0,0,0
1031-47-6,NA,0,0,0,0,0,0,0,0,0
15310-01-7,NA,0,0,0,0,0,0,0,0,0
2227-13-6,NA,0,0,0,0,0,0,0,0,0
60238-56-4,NA,0,0,0,0,0,0,0,0,0
14255-88-0,NA,0,0,0,0,0,0,0,0,0
55814-41-0,NA,0,0,0,0,0,0,0,0,0
24017-47-8,NA,0,0,0,0,0,0,0,0,0
1836-77-7,NA,0,0,0,0,0,0,0,0,0
51207-31-9,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=21303,0,0,0,0,0,0,0,1,1
71626-11-4,NA,0,0,0,0,0,0,0,0,0
17109-49-8,NA,0,0,0,0,0,0,0,0,0
13067-93-1,NA,0,0,0,0,0,0,0,0,0
1689-99-2,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=23156,0,0,0,0,0,1,0,0,1
2164-1-8,NA,0,0,0,0,0,0,0,0,0
84-16-2,NA,1,0,0,0,0,0,0,0,1
1698-60-8,NA,0,0,0,0,0,0,0,0,0
3478-94-2,NA,0,0,0,0,0,0,0,0,0
63284-71-9,NA,0,0,0,0,0,0,0,0,0
96491-05-3,NA,0,0,0,0,0,0,0,0,0
51338-27-3,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=23194,0,0,1,0,0,1,0,0,2
81406-37-3,NA,0,0,0,0,0,0,0,0,0
2312-35-8,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=23314,0,0,1,0,0,1,0,0,2
83164-33-4,NA,0,0,0,0,0,0,0,0,0
5259-88-1,NA,0,0,0,0,0,0,0,0,0
51-03-6,NA,1,0,0,0,0,0,0,0,1
10453-86-8,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=23321,0,0,1,0,0,1,0,0,2
28434-01-7,NA,0,0,0,0,0,0,0,0,0
106325-08-0,NA,0,0,0,0,0,0,0,0,0
31251-03-3,NA,0,0,0,0,0,0,0,0,0
4726-14-1,NA,0,0,0,0,0,0,0,0,0
88678-67-5,NA,0,0,0,0,0,0,0,0,0
22212-55-1,NA,0,0,0,0,0,0,0,0,0
97-23-4,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=22645,0,0,0,0,0,1,0,0,1
87-82-1,NA,0,0,0,0,0,0,0,0,0
119-12-0,NA,0,0,0,0,0,0,0,0,0
25006-32-0,NA,0,0,0,0,0,0,0,0,0
29185-21-5,NA,0,0,0,0,0,0,0,0,0
78-57-9,NA,0,0,0,0,0,0,0,0,0
7696-12-0,NA,0,0,0,0,0,0,0,0,0
18181-80-1,NA,0,0,0,0,0,0,0,0,0
55285-14-8,NA,0,0,0,0,0,0,0,0,0
79127-80-3,NA,0,0,0,0,0,0,0,0,0
24151-93-7,NA,0,0,0,0,0,0,0,0,0
2275-14-1,NA,0,0,0,0,0,0,0,0,0
64257-84-7,NA,0,0,0,0,0,0,0,0,0
42576-02-3,NA,0,0,0,0,0,0,0,0,0
84-61-7,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=22289,1,0,0,0,1,0,0,0,2
999053-03-1,NA,0,0,0,0,0,0,0,0,0
116-29-0,NA,0,0,0,0,0,0,0,0,0
26002-80-2,NA,0,0,0,0,0,0,0,0,0
65907-30-4,NA,0,0,0,0,0,0,0,0,0
73250-68-7,NA,0,0,0,0,0,0,0,0,0
33089-61-1,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=23137,0,0,0,0,0,1,0,0,1
68085-85-8,NA,0,0,0,0,0,0,0,0,0
13457-18-6,NA,0,0,0,0,0,0,0,0,0
50-28-2,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=23438,0,0,1,0,0,0,0,0,1
50-28-2,NA,1,0,1,0,0,0,0,0,2
82558-50-7,NA,0,0,0,0,0,0,0,0,0
10311-84-9,NA,0,0,0,0,0,0,0,0,0
55179-31-2,NA,0,0,0,0,0,0,0,0,0
19044-88-3,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=23288,0,0,1,0,0,0,0,0,1
19044-88-3,NA,0,0,1,0,0,0,0,0,1
96489-71-3,NA,1,0,0,0,0,0,0,0,1
57-63-6,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=23442,0,0,1,0,0,0,0,0,1
57-63-6,NA,1,0,1,0,0,0,0,0,2
67747-09-5,NA,1,0,0,0,0,0,0,0,1
10540-29-1,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=23535,0,0,1,0,0,0,0,0,1
78-34-2,NA,0,0,0,0,0,0,0,0,0
119611-00-6,NA,0,0,0,0,0,0,0,0,0
68359-37-5,NA,1,0,1,0,0,0,0,0,2
52315-07-8,NA,0,0,0,0,0,0,0,0,0
76578-14-8,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=23320,0,0,0,0,1,0,0,0,1
70124-77-5,NA,0,0,0,0,0,0,0,0,0
491-80-5,NA,1,0,0,0,0,0,0,0,1
362-05-0,NA,0,0,0,0,0,0,0,0,0
55512-33-9,NA,0,0,0,0,0,0,0,0,0
102851-06-9,NA,0,0,0,0,0,0,0,0,0
119446-68-3,NA,1,0,0,0,0,0,0,0,1
3383-96-8,NA,0,0,0,0,0,0,0,0,0
98-16-8,NA,0,0,0,0,0,0,0,0,0
78-40-0,NA,0,0,0,0,0,0,0,0,0
104-12-1,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=20493,0,1,0,0,0,0,0,0,1
367-21-5,NA,0,0,0,0,0,0,0,0,0
99-88-7,NA,0,0,0,0,0,0,0,0,0
99-49-0,NA,0,0,0,0,0,0,0,0,0
24549-06-2,NA,0,0,0,0,0,0,0,0,0
3964-56-5,NA,0,0,0,0,0,0,0,0,0
591-27-5,NA,0,0,0,0,0,0,0,0,0
89-83-8,NA,0,0,0,0,0,0,0,0,0
95-69-2,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=22628,0,0,1,0,0,0,0,0,1
95-69-2,NA,1,0,0,0,0,0,0,0,1
106-40-1,NA,0,0,0,0,0,0,0,0,0
1563-38-8,NA,0,0,0,0,0,0,0,0,0
102-36-3,NA,0,0,0,0,0,0,0,0,0
87-40-1,NA,0,0,0,0,0,0,0,0,0
97-53-0,NA,0,0,0,0,0,0,0,0,0
50375-10-5,NA,0,0,0,0,0,0,0,0,0
626-39-1,NA,0,0,0,0,0,0,0,0,0
5345-54-0,NA,0,0,0,0,0,0,0,0,0
85-41-6,NA,0,0,0,0,0,0,0,0,0
27813-21-4,NA,0,0,0,0,0,0,0,0,0
33704-61-9,NA,0,0,0,0,0,0,0,0,0
636-30-6,NA,0,0,0,0,0,0,0,0,0
98-10-2,NA,0,0,0,0,0,0,0,0,0
2655-14-3,NA,0,0,0,0,0,0,0,0,0
136-85-6,NA,0,0,0,0,0,0,0,0,0
55440-55-6,NA,0,0,0,0,0,0,0,0,0
2600-69-3,NA,0,0,0,0,0,0,0,0,0
607-99-8,NA,0,0,0,0,0,0,0,0,0
54593-83-8,NA,0,0,0,0,0,0,0,0,0
4710-17-2,NA,0,0,0,0,0,0,0,0,0
16954-69-1,NA,0,0,0,0,0,0,0,0,0
6190-65-4,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=23698,0,0,0,0,1,1,0,0,2
6190-65-4,NA,1,0,0,0,0,0,0,0,1
879-39-0,NA,0,0,0,0,0,0,0,0,0
3811-49-2,NA,0,0,0,0,0,0,0,0,0
2008-58-4,NA,0,0,0,0,0,0,0,0,0
30125-63-4,NA,0,0,0,0,0,0,0,0,0
95465-99-9,NA,0,0,0,0,0,0,0,0,0
3740-92-9,NA,0,0,0,0,0,0,0,0,0
13171-00-1,NA,0,0,0,0,0,0,0,0,0
41205-21-4,NA,0,0,0,0,0,0,0,0,0
37019-18-4,NA,0,0,0,0,0,0,0,0,0
66840-71-9,NA,0,0,0,0,0,0,0,0,0
4228-88-0,NA,0,0,0,0,0,0,0,0,0
115-96-8,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=20622,0,0,1,0,1,0,1,0,3
15323-35-0,NA,0,0,0,0,0,0,0,0,0
120-51-4,NA,0,0,0,0,0,0,0,0,0
8065-36-9,NA,0,0,0,0,0,0,0,0,0
962-58-3,NA,0,0,0,0,0,0,0,0,0
3734-48-3,NA,0,0,0,0,0,0,0,0,0
771-51-7,NA,0,0,0,0,0,0,0,0,0
502-72-7,NA,0,0,0,0,0,0,0,0,0
4147-57-3,NA,0,0,0,0,0,0,0,0,0
6108-7-10,NA,0,0,0,0,0,0,0,0,0
79538-32-2,NA,1,0,0,0,0,0,0,0,1
106-02-5,NA,0,0,0,0,0,0,0,0,0
495-48-7,NA,0,0,0,0,0,0,0,0,0
83-66-9,NA,0,0,0,0,0,0,0,0,0
1929-87-9,NA,0,0,0,0,0,0,0,0,0
34849-42-8,NA,0,0,0,0,0,0,0,0,0
58-08-2,NA,0,0,0,0,0,0,0,0,0
96182-53-5,NA,0,0,0,0,0,0,0,0,0
98730-04-2,NA,0,0,0,0,0,0,0,0,0
68140-48-7,NA,0,0,0,0,0,0,0,0,0
24602-86-6,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=21059,0,0,0,0,1,0,0,0,1
24602-86-6,NA,1,0,0,0,0,0,0,0,1
101-76-8,NA,0,0,0,0,0,0,0,0,0
3983-45-7,NA,0,0,0,0,0,0,0,0,0
175217-20-6,NA,0,0,0,0,0,0,0,0,0
83-67-0,NA,0,0,0,0,0,0,0,0,0
84-69-5,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=22295,1,0,0,0,1,0,0,0,2
104-40-5,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=25626,1,0,0,0,0,0,0,0,1
81-15-2,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=22262,0,0,0,0,0,0,0,1,1
1506-02-1,NA,0,0,0,0,0,0,0,0,0
41096-46-2,NA,0,0,0,0,0,0,0,0,0
2255-17-6,NA,0,0,0,0,0,0,0,0,0
26244-33-7,NA,0,0,0,0,0,0,0,0,0
87674-68-8,NA,0,0,0,0,0,0,0,0,0
56425-91-3,NA,0,0,0,0,0,0,0,0,0
118134-30-8,NA,1,0,0,0,0,0,0,0,1
116-66-5,NA,0,0,0,0,0,0,0,0,0
136-45-8,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=20834,0,0,1,0,0,0,0,0,1
135158-54-2,NA,1,0,0,0,0,0,0,0,1
149508-90-7,NA,0,0,0,0,0,0,0,0,0
61676-87-7,NA,0,0,0,0,0,0,0,0,0
999003-03-1,NA,0,0,0,0,0,0,0,0,0
118712-89-3,NA,0,0,0,0,0,0,0,0,0
86763-47-5,NA,0,0,0,0,0,0,0,0,0
999004-03-4,NA,0,0,0,0,0,0,0,0,0
127-90-2,NA,0,0,0,0,0,0,0,0,0
205650-65-3,NA,0,0,0,0,0,0,0,0,0
52888-80-9,NA,0,0,0,0,0,0,0,0,0
85-29-0,NA,0,0,0,0,0,0,0,0,0
67306-00-7,NA,0,0,0,0,0,0,0,0,0
34622-58-7,NA,0,0,0,0,0,0,0,0,0
145-39-1,NA,0,0,0,0,0,0,0,0,0
1825-19-0,NA,0,0,0,0,0,0,0,0,0
39811-17-1,NA,0,0,0,0,0,0,0,0,0
76608-88-3,NA,0,0,0,0,0,0,0,0,0
29091-21-2,NA,0,0,0,0,0,0,0,0,0
2588-8-5,NA,0,0,0,0,0,0,0,0,0
999005-03-7,NA,0,0,0,0,0,0,0,0,0
14214-32-5,NA,0,0,0,0,0,0,0,0,0
2588-7-4,NA,0,0,0,0,0,0,0,0,0
63-74-1,NA,0,0,0,0,0,0,0,0,0
81-14-1,NA,0,0,0,0,0,0,0,0,0
117718-60-2,NA,1,0,0,0,0,0,0,0,1
40341-04-6,NA,0,0,0,0,0,0,0,0,0
24353-61-5,NA,0,0,0,0,0,0,0,0,0
142459-58-3,NA,0,0,0,0,0,0,0,0,0
31120-85-1,NA,0,0,0,0,0,0,0,0,0
141112-29-0,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=23248,0,0,1,0,0,0,0,0,1
112281-77-3,NA,0,0,0,0,0,0,0,0,0
98886-44-3,NA,0,0,0,0,0,0,0,0,0
30043-49-3,NA,0,0,0,0,0,0,0,0,0
121552-61-2,NA,0,0,0,0,0,0,0,0,0
92-84-2,NA,1,0,0,0,0,0,0,0,1
2550-75-6,NA,0,0,0,0,0,0,0,0,0
56070-16-7,NA,0,0,0,0,0,0,0,0,0
18708-87-7,NA,0,0,0,0,0,0,0,0,0
120067-83-6,NA,0,0,0,0,0,0,0,0,0
61432-55-1,NA,0,0,0,0,0,0,0,0,0
28159-98-0,NA,1,0,0,0,0,0,0,0,1
18708-86-6,NA,0,0,0,0,0,0,0,0,0
79622-59-6,NA,0,0,0,0,0,0,0,0,0
19480-43-4,NA,0,0,0,0,0,0,0,0,0
120068-37-3,NA,0,0,0,0,0,0,0,0,0
999006-03-0,NA,0,0,0,0,0,0,0,0,0
113614-08-7,NA,0,0,0,0,0,0,0,0,0
3380-34-5,NA,0,0,0,0,0,0,0,0,0
1022-22-6,NA,0,0,0,0,0,0,0,0,0
23031-36-9,NA,1,0,0,0,0,0,0,0,1
7292-16-2,NA,0,0,0,0,0,0,0,0,0
62850-32-2,NA,0,0,0,0,0,0,0,0,0
70193-21-4,NA,0,0,0,0,0,0,0,0,0
69806-40-2,NA,0,0,0,0,0,0,0,0,0
4640-1-1,NA,0,0,0,0,0,0,0,0,0
110235-47-7,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=23256,0,0,1,0,0,0,0,0,1
110235-47-7,NA,1,0,0,0,0,0,0,0,1
58580-14-6,NA,0,0,0,0,0,0,0,0,0
112143-82-5,NA,0,0,0,0,0,0,0,0,0
58580-13-5,NA,0,0,0,0,0,0,0,0,0
117428-22-5,NA,0,0,0,0,0,0,0,0,0
174514-07-9,NA,0,0,0,0,0,0,0,0,0
133408-50-1,NA,0,0,0,0,0,0,0,0,0
131341-86-1,NA,0,0,0,0,0,0,0,0,0
6552-21-2,NA,0,0,0,0,0,0,0,0,0
999007-03-3,NA,0,0,0,0,0,0,0,0,0
140923-25-7,NA,0,0,0,0,0,0,0,0,0
3988-2-3,NA,0,0,0,0,0,0,0,0,0
142534-71-2,NA,0,0,0,0,0,0,0,0,0
81405-85-8,NA,0,0,0,0,0,0,0,0,0
120068-36-2,NA,0,0,0,0,0,0,0,0,0
41483-43-6,NA,0,0,0,0,0,0,0,0,0
130000-40-7,NA,0,0,0,0,0,0,0,0,0
113096-99-4,NA,0,0,0,0,0,0,0,0,0
143390-89-0,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=23249,0,0,1,0,0,0,0,0,1
6132-17-8,NA,0,0,0,0,0,0,0,0,0
104030-54-8,NA,0,0,0,0,0,0,0,0,0
122453-73-0,NA,0,0,0,0,0,0,0,0,0
180409-60-3,NA,0,0,0,0,0,0,0,0,0
115852-48-7,NA,0,0,0,0,0,0,0,0,0
97-56-3,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=22650,0,0,1,0,0,0,0,0,1
97-56-3,NA,1,0,1,0,0,0,0,0,2
3761-42-0,NA,0,0,0,0,0,0,0,0,0
74070-46-5,NA,0,0,0,0,0,0,0,0,0
14255-72-2,NA,0,0,0,0,0,0,0,0,0
7082-99-7,NA,0,0,0,0,0,0,0,0,0
59080-37-4,NA,0,0,0,0,0,0,0,0,0
163520-33-0,NA,0,0,0,0,0,0,0,0,0
58810-48-3,NA,0,0,0,0,0,0,0,0,0
121-21-1,NA,0,0,0,0,0,0,0,0,0
124495-18-7,NA,0,0,0,0,0,0,0,0,0
2132-70-9,NA,0,0,0,0,0,0,0,0,0
63837-33-2,NA,0,0,0,0,0,0,0,0,0
126833-17-8,NA,1,0,0,0,0,0,0,0,1
84-75-3,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=22298,0,0,0,0,1,1,0,0,2
128639-02-1,NA,1,0,0,0,0,0,0,0,1
105512-06-9,NA,1,0,0,0,0,0,0,0,1
141517-21-7,NA,0,0,0,0,0,0,0,0,0
129630-19-9,NA,1,0,0,0,0,0,0,0,1
136191-64-5,NA,0,0,0,0,0,0,0,0,0
66860-80-8,NA,0,0,0,0,0,0,0,0,0
78-51-3,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=25516,0,0,0,0,0,0,1,0,1
156052-68-5,NA,0,0,0,0,0,0,0,0,0
135590-91-9,NA,0,0,0,0,0,0,0,0,0
74738-17-3,NA,0,0,0,0,0,0,0,0,0
283594-90-1,NA,0,0,0,0,0,0,0,0,0
31972-43-7,NA,0,0,0,0,0,0,0,0,0
116255-48-2,NA,0,0,0,0,0,0,0,0,0
842-07-9,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=22287,0,0,1,0,0,0,0,0,1
842-07-9,NA,1,0,0,0,0,0,0,0,1
31972-44-8,NA,0,0,0,0,0,0,0,0,0
131086-42-5,NA,0,0,0,0,0,0,0,0,0
149961-52-4,NA,0,0,0,0,0,0,0,0,0
78-42-2,NA,0,0,0,0,0,0,0,0,0
117-83-9,NA,0,0,0,0,0,0,0,0,0
137641-05-5,NA,0,0,0,0,0,0,0,0,0
99607-70-2,NA,1,0,0,0,0,0,0,0,1
153233-91-1,NA,0,0,0,0,0,0,0,0,0
122836-35-5,NA,0,0,0,0,0,0,0,0,0
125116-23-6,NA,0,0,0,0,0,0,0,0,0
161326-34-7,NA,0,0,0,0,0,0,0,0,0
120928-09-8,NA,0,0,0,0,0,0,0,0,0
119168-77-3,NA,0,0,0,0,0,0,0,0,0
64249-01-0,NA,0,0,0,0,0,0,0,0,0
103112-35-2,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=20484,0,0,1,0,0,0,0,0,1
51186-88-0,NA,0,0,0,0,0,0,0,0,0
154159-06-5,NA,0,0,0,0,0,0,0,0,0
26046-85-5,NA,0,0,0,0,0,0,0,0,0
84-62-8,NA,0,0,0,0,0,0,0,0,0
299-45-6,NA,0,0,0,0,0,0,0,0,0
96525-23-4,NA,0,0,0,0,0,0,0,0,0
95737-68-1,NA,1,0,0,0,0,0,0,0,1
122008-85-9,NA,0,0,0,0,0,0,0,0,0
52570-16-8,NA,0,0,0,0,0,0,0,0,0
3861-47-0,NA,0,0,0,0,0,0,0,0,0
1420-06-0,NA,0,0,0,0,0,0,0,0,0
77501-63-4,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=23250,0,0,1,0,0,0,0,0,1
77501-63-4,NA,1,0,0,0,0,0,0,0,1
135186-78-6,NA,0,0,0,0,0,0,0,0,0
101007-06-1,NA,0,0,0,0,0,0,0,0,0
77501-90-7,NA,0,0,0,0,0,0,0,0,0
82560-54-1,NA,0,0,0,0,0,0,0,0,0
78-30-8,NA,1,0,0,0,0,0,0,0,1
89784-60-1,NA,0,0,0,0,0,0,0,0,0
220899-03-6,NA,0,0,0,0,0,0,0,0,0
66441-23-4,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=23221,0,0,0,0,0,1,0,0,1
563-04-2,NA,0,0,0,0,0,0,0,0,0
148477-71-8,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=23326,0,0,1,0,0,0,0,0,1
148477-71-8,NA,1,0,0,0,0,0,0,0,1
3118-97-6,NA,0,0,0,0,0,0,0,0,0
136426-54-5,NA,0,0,0,0,0,0,0,0,0
999008-03-6,NA,0,0,0,0,0,0,0,0,0
134605-64-4,NA,0,0,0,0,0,0,0,0,0
125306-83-4,NA,0,0,0,0,0,0,0,0,0
61576-99-6,NA,0,0,0,0,0,0,0,0,0
361377-29-9,NA,0,0,0,0,0,0,0,0,0
188425-85-6,NA,0,0,0,0,0,0,0,0,0
111872-58-3,NA,0,0,0,0,0,0,0,0,0
121227-99-4,NA,0,0,0,0,0,0,0,0,0
80844-07-1,NA,0,0,0,0,0,0,0,0,0
57960-19-7,NA,0,0,0,0,0,0,0,0,0
105024-66-6,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=20500,0,0,0,0,1,0,0,0,1
105779-78-0,NA,0,0,0,0,0,0,0,0,0
84-76-4,NA,0,0,0,0,0,0,0,0,0
87546-18-7,NA,1,0,0,0,0,0,0,0,1
131860-33-8,NA,0,0,0,0,0,0,0,0,0
131807-57-3,NA,0,0,0,0,0,0,0,0,0
129558-76-5,NA,0,0,0,0,0,0,0,0,0
110488-70-5,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=25770,0,0,0,0,1,0,0,0,1
110488-70-5,NA,1,0,0,0,0,0,0,0,1
142891-20-1,NA,0,0,0,0,0,0,0,0,0
83-79-4,NA,0,0,0,0,0,0,0,0,0
98-53-3,NA,0,0,0,0,0,0,0,0,0
29878-31-7,NA,0,0,0,0,0,0,0,0,0
125225-28-7,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=25619,0,0,0,0,1,0,0,0,1
131983-72-7,NA,1,0,0,0,0,0,0,0,1
23576-24-1,NA,0,0,0,0,0,0,0,0,0
54406-48-3,NA,0,0,0,0,0,0,0,0,0
82-66-6,NA,0,0,0,0,0,0,0,0,0
71561-11-0,NA,0,0,0,0,0,0,0,0,0
3766-81-2,NA,0,0,0,0,0,0,0,0,0
57966-95-7,NA,0,0,0,0,0,0,0,0,0
1746-81-2,NA,0,0,0,0,0,0,0,0,0
4658-28-0,NA,0,0,0,0,0,0,0,0,0
80-06-8,NA,0,0,0,0,0,0,0,0,0
42874-03-3,NA,1,0,0,0,0,0,0,0,1
35575-96-3,NA,0,0,0,0,0,0,0,0,0
135410-20-7,NA,0,0,0,0,0,0,0,0,0
39515-40-7,NA,0,0,0,0,0,0,0,0,0
1229-55-6,NA,0,0,0,0,0,0,0,0,0
117337-19-6,NA,0,0,0,0,0,0,0,0,0
139920-32-4,NA,0,0,0,0,0,0,0,0,0
229977-93-9,NA,0,0,0,0,0,0,0,0,0
103361-09-7,NA,1,0,0,0,0,0,0,0,1
121776-33-8,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=22985,0,0,1,0,0,0,0,0,1
76703-62-3,NA,0,0,0,0,0,0,0,0,0
86598-92-7,NA,0,0,0,0,0,0,0,0,0
199338-48-2,NA,0,0,0,0,0,0,0,0,0
158474-72-7,NA,0,0,0,0,0,0,0,0,0
4466-14-2,NA,0,0,0,0,0,0,0,0,0
25402-06-6,NA,0,0,0,0,0,0,0,0,0
121-20-0,NA,0,0,0,0,0,0,0,0,0
1172-63-0,NA,0,0,0,0,0,0,0,0,0
121-29-9,NA,0,0,0,0,0,0,0,0,0
28044-83-9,NA,0,0,0,0,0,0,0,0,0
71363-52-5,NA,0,0,0,0,0,0,0,0,0
3067-13-8,NA,0,0,0,0,0,0,0,0,0
65199-11-3,NA,0,0,0,0,0,0,0,0,0
86-57-7,NA,0,0,0,0,0,0,0,0,0
581-89-5,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=21423,0,0,1,0,0,0,0,0,1
2113-58-8,NA,0,0,0,0,0,0,0,0,0
607-57-8,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=21464,0,0,1,0,0,0,0,0,1
607-57-8,NA,0,0,1,0,0,0,0,0,1
602-60-8,NA,0,0,0,0,0,0,0,0,0
954-46-1,NA,0,0,0,0,0,0,0,0,0
17024-19-0,NA,0,0,0,0,0,0,0,0,0
3586-69-4,NA,0,0,0,0,0,0,0,0,0
