ParameterID,ParameterName,CasNumber,MolecularFormula,MolecularWeight
303231,bisphenol Z,843-55-0,C18H20O2,268.354
303232,bisphenol E,2081-08-5,C14H14,214.260
303233,bisphenol B,77-40-7,C16H18O2,242.3162
303234,bisphenol AF,1478-61-1,C15H10F6O2,336.23
303235,4-hydroxybiphenyl,92-69-3,C12H10O,170.21
303236,"2,3,4-trichlorophenol",15950-66-0,C6H3Cl3O,197.44
303237,"2,3,6-trichlorophenol",933-75-5,C6H3Cl3O,197.44
303238,"2,3-dichlorophenol",576-24-9,C6H4Cl2O,163
303239,"2,4,6-tri-tert-butylphenol",732-26-3,C18H30O,262.4
303240,2-bromophenol,95-56-7,C6H5BrO,173.009000
303241,4-hydroxy-3-chlorobiphenyl,92-04-6,C12H9ClO,204.655
303242,"3,4,5-trichlorophenol",609-19-8,C6H3Cl3O,197.448
303243,"3,4-dichlorophenol",95-77-2,C6H4Cl2O,163.00
303244,"3,5-dichlorophenol",591-35-5,C6H4Cl2O,163.00
303245,3-chlorophenol,108-43-0,C6H5ClO,128.557
303246,3-nitrophenol,554-84-7,C6H5NO3,139.1088
303247,3-hydroxybiphenyl,580-51-8,C12H10O,170.21
303248,4-chloro-2-methylphenol,1570-64-5,C7H7ClO,142.5843
303249,4-ethoxyphenol,622-62-8,C8H10O2,138.165
303250,4-n-octylphenol,1806-26-4,C14H22O,206.3268
303251,di-sec-butylphenol,5510-99-6,C14H22O,206.32
303252,indole,120-72-9,C8H7N,117.1479
303253,benzotriazole,95-14-7,C6H5N3,119.1265
303254,"2,4-dichloroaniline",554-00-7,C6H5Cl2N,162.018
303255,"2,5-dichloroaniline",95-82-9,C6H5Cl2N,162.017
303256,"2,3-dimethylaniline",87-59-2,C8H11N,121.182
303257,"2,4-difluoroaniline",367-25-9,C6H5F2N,129.11
303258,"2,5-dimethylaniline",95-78-3,C8H11N,121.182
303259,"2,6-diethylaniline",579-66-8,C10H15N,149.2328
303260,"2,6-diisopropylaniline",24544-04-5,C12H19N,177.2860
303261,2-ethylaniline,578-54-1,C8H11N1,121.1796
303262,2-isopropylaniline,643-28-7,C9H13N,135.209
303263,"2,3,5-trimethylphenol",697-82-5,C9H12O,136.1910
303264,"2,4-diisopropylphenol",2934-05-6,C12H18O,178.27
303265,"2,5-dichlorophenol",583-78-8,C6H4Cl2O,163.003
303266,"2,6-ditertbutyl-4-methoxyphenol",489-01-0,C15H24O2,236.3526
303267,"2,6-dimethoxyphenol",91-10-1,C8H10O3,154.1642
303268,2-(1-methylbutyl)phenol,87-26-3,C11H16O,164.246
303269,2-amino-4-nitrophenol,99-57-0,C6H6N2O3,154.12
303270,propenyl guaethol,94-86-0,C11H14O2,326.433
303271,bisphenol S,80-09-1,C12H10O4S,250.27
303272,2-ethylphenol,90-00-6,C8H10O,122.1644
303273,2-propylphenol,644-35-9,C9H12O,136.193
303274,3-(dimethylamino)phenol,99-07-0,C8H11NO,137.181
303275,"3,5-dimethylphenol",108-68-9,C8H10O,122.1644
303276,3-ethylphenol,620-17-7,C8H10O,122.1644
303277,3-methoxyphenol,150-19-6,C7H8O2,124.1372
303278,3-tert-butylphenol,585-34-2,C10H14O,150.2176
303279,"4-amino-2,6-dichlorophenol",5930-28-9,C6H5Cl2NO,178.018
303280,4-butylphenol,1638-22-8,C10H14O,150.2176
303281,4-isopropylphenol,99-89-8,C9H12O,136.1910
303282,"2,4,6-trichloroaniline",634-93-5,C6H4Cl3N,196.464
303283,"3,4-dimethylaniline",95-64-7,C8H11N,121.182
303284,"3,5-dimethylaniline",108-69-0,C8H11N,121.1796
303285,m-toluidine,108-44-1,C7H9N,107.156000
303286,p-toluidine,106-49-0,C7H9N,107.1531
303287,"2,4-dichloro-3,5-dimethylphenol",133-53-9,C8H8Cl2O,191.056
303288,"2,3-xylenol",526-75-0,C8H10O,122.1644
303289,"2,4,6-triiodophenol",609-23-4,C6H3I3O,471.8008
303290,"2,4,6-tris(dimethylaminomethyl)phenol",90-72-2,C12H27N3O,265.39
303291,"2,4-bis(alpha,alpha-dimethylbenzyl)phenol",2772-45-4,C24H26O,330.4626
303292,"2,4-di-tert-amylphenol",120-95-6,C16H26O,234.3770
303293,"2,4-di-tert-butylphenol",96-76-4,C14H22O,206.3239
303294,"2,6-di-tert-butyl-4-dimethylaminomethylphenol",88-27-7,C17H29NO,263.4221
303295,"2,6-Di-tert-butyl-4-ethylphenol",4130-42-1,C16H26O,234.3770
303296,"2,6-Di-tert-butylphenol",128-39-2,C14H22O,206.3239
303297,2-dimethylaminomethylphenol,120-65-0,C9H13NO,151.21
303298,2-sec-butylphenol,89-72-5,C10H14O,150.2176
303299,2-Amino-4-chlorophenol,95-85-2,C6H6ClNO,143.572
303300,2-amino-p-cresol,95-84-1,C7H9NO,123.154
303301,2-amino-5-nitrophenol,121-88-0,C6H6N2O3,154.12
303302,2-aminophenol,95-55-6,C6H7NO,109.1259
303303,6-chloro-m-cresol,615-74-7,C7H7ClO,142.584
303304,2-ethoxyphenol,94-71-3,C8H10O2,138.165
303305,2-isopropylphenol,88-69-7,C9H12O,136.1910
303306,2-methoxy-4-methylphenol,93-51-6,C8H10O2,138.1638
303307,guaiacol,90-05-1,C7H8O2,124.1372
303308,"3,4-dimethylphenol",95-65-8,C8H10O,122.1644
303309,"n,n-diethyl-3-aminophenol",91-68-9,C10H15NO,165.236000
303310,4-amino-2-nitrophenol,119-34-6,C6H6N2O3,154.12
303311,4-aminophenol,123-30-8,C6H7NO,109.127
303312,4-benzylphenol,101-53-1,C13H12O,184.2338
303313,"4-chloro-3,5-dimethylphenol",88-04-0,C8H9ClO,156.609
303314,4-alpha-cumylphenol,599-64-4,C14H16O,212.2904
303315,4-ethylphenol,123-07-9,C8H10O,122.1644
303316,4-methoxyphenol,150-76-5,C7H8O2,124.1372
303317,2-nitro-p-cresol,119-33-5,C7H7NO3,153.136
303318,4-propylphenol,645-56-7,C9H12O,136.19
303319,4-tert-butylphenol,98-54-4,C10H14O,150.2176
303320,tricresyl phosphate,1330-78-5,C21H21O4P,368.369
303321,4-(2-benzothiazolyldithio)morpholine,95-32-9,C11H12N2OS3,284.427
303322,N-Cyclohexyl-2-benzothiazolylsulfenamide,95-33-0,C13H16N2S2,264.405000
303323,2-(morpholinothio)benzothiazole,102-77-2,CqqH12N2OS2,252.3608
303324,Benzothiazole,95-16-9,C7H5NS,135.186
303325,2-Mercaptobenzothiazole,149-30-4,C7H5NS2,167.25
303326,2-(4-chlorophenyl)benzothiazole,6265-91-4,C13H8ClNS,245.732
303327,2-benzothiazolyl sulfide,4074-77-5,C14H8N2S3,300.425
303328,TBB (True Value),,,
303329,Extraction Date,,,
303330,Sorbent Tube SN#,,,
303331,Temperature Profile #,,,
303332,Long Term Storage,,,
303333,"Micro-Chamber # (UnitMC####, i.e. AMC0001, BMC0001)",,,
303334,Surrogate Spike Volume,,,
303335,Sorbent Tube Verification Date (yyyy-mm-dd),,,
303336,Sample Matrix,,,
303337,Internal Standard Solution ID,,,
303338,Internal Standard Volume,,,
303339,Citral B,5392-40-5,C10H16O,152.2334
303340,Farnesol II,4602-84-0,C15H26O,222.3663
303341,Farnesol III,4602-84-0,C15H26O,222.3663
303342,Farnesol IV,4602-84-0,C15H26O,222.3663
303343,tricresyl phosphate-1,,C21H21O4P,368.369
303344,tricresyl phosphate-2,,C21H21O4P,368.369
303345,tricresyl phosphate-3,,C21H21O4P,368.369
303346,benzo[b+c]fluorene,,,216.283
303347,benzo[b+k]fluoranthene,,,252.316
303348,Phosphamidon II,13171-21-6,C10H19ClNO5P,299.688000
303349,4-H-Cyclopenta(def)phenanthrene (True Value),,,
303350,4-H-Cyclopenta(def)phenanthrene (% Recovery),,,
303351,4-H-Cyclopenta(def)phenanthrene (RPD),,,
303352,Tris(2-ethylhexyl) phosphate (True Value),,,
303353,Tris(2-ethylhexyl) phosphate (% Recovery),,,
303354,Tris(2-ethylhexyl) phosphate (RPD),,,
303355,tricresyl phosphate-1 (True Value),,,
303356,tricresyl phosphate-1 (% Recovery),,,
303357,tricresyl phosphate-1 (RPD),,,
303358,tricresyl phosphate-2 (True Value),,,
303359,tricresyl phosphate-2 (% Recovery),,,
303360,tricresyl phosphate-2 (RPD),,,
303361,tricresyl phosphate-3 (True Value),,,
303362,tricresyl phosphate-3 (% Recovery),,,
303363,tricresyl phosphate-3 (RPD),,,
303364,benzo[b+c]fluorene (True Value),,,
303365,benzo[b+c]fluorene (% Recovery),,,
303366,benzo[b+c]fluorene (RPD),,,
303367,benzo[b+k]fluoranthene (True Value),,,
303368,benzo[b+k]fluoranthene (% Recovery),,,
303369,benzo[b+k]fluoranthene (RPD),,,
303370,"11-chloro-7H-benzimidazo[2,1-a]benzo[de]isoquinolin-7-one",,C18H9ClN2O,304.73
303371,chrysene-d12 - QC (True Value),1719-03-5,C18D12,240.37
303372,chrysene-d12 - QC (% Recovery),1719-03-5,C18D12,240.37
303373,chrysene-d12 - QC (RPD),1719-03-5,C18D12,240.37
303374,benzo[a]pyrene-d12 - QC (True Value),,,
303375,benzo[a]pyrene-d12 - QC (% Recovery),,,
303376,benzo[a]pyrene-d12 - QC (RPD),,,
303377,"11-chloro-7H-benzimidazo[2,1-a]benzo[de]isoquinolin-7-one (True Value)",,,
303378,"11-chloro-7H-benzimidazo[2,1-a]benzo[de]isoquinolin-7-one (% Recovery)",,,
303379,"11-chloro-7H-benzimidazo[2,1-a]benzo[de]isoquinolin-7-one (RPD)",,,
303380,Deployment Time (HH:mm),,,
303381,Ethoprophos (True Value),,,
303382,Ethoprophos (% Recovery),,,
303383,Ethoprophos (RPD),,,
303384,"Benz[a]anthracene-7,12-dione (True Value)",,,
303385,"Benz[a]anthracene-7,12-dione (% Recovery)",,,
303386,"Benz[a]anthracene-7,12-dione (RPD)",,,
303387,PSD Updated Qty,,,
303388,PSD Updated QTY Date,,,
303389,C1-naphthalenes,,,142.2
303390,C2-naphthalenes,,,156.2
303391,C3-naphthalenes,,,170.2
303392,C4-naphthalenes,,,184.3
303393,C1-fluorenes,,,180.2
303394,C3-fluorenes,,,208.3
303395,C2-fluorenes,,,194.3
303396,C1-phenanthrenes & anthracenes,,,193.3
303397,C2-phenanthrenes & C2-anthracenes,,,208.3
303398,C3-phenanthrenes & anthracenes,,,223.3
303399,C4-phenanthrenes & C4-anthracenes,,,238.4
303400,C1-fluoranthenes & pyrenes,,,217.3
303401,C2-fluoranthenes & pyrenes,,,232.3
303402,C1-benz[a]anthracenes & chrysenes & triphenylenes,,,243.3
303403,C2-benz[a]anthracenes & chrysenes  & triphenylenes,,,258.3
303404,C3-benz[a]anthracenes & chrysenes & triphenylenes,,,273.4
303405,C4-benz[a]anthracenes & chrysenes & triphenylenes,,,288.4
303406,Chrysene + Triphenylene,,,
303407,C4-fluorenes,,,223.3
303408,C1-dibenzothiophenes,,,199.3
303409,C2-dibenzothiophenes,,,214.3
303410,C3-dibenzothiophenes,,,228.4
303411,C4-dibenzothiophenes,,,244.4
303412,A0/PA0,,,N/A
303413,P0/A0,,,N/A
303414,PA1/PA0,,,N/A
303415,PA0/PA01,,,N/A
303416,FL0/PY0,,,N/A
303417,FL0/FLPY,,,N/A
303418,FLPY0/FLPY01,,,N/A
303419,FLP1/PY0,,,N/A
303420,FLP1/FLPY0,,,N/A
303421,FLPY/(P2+P3+P4),,,N/A
303422,BaA/Ch0,,,N/A
303423,BaA/228,,,N/A
303424,D2/P2,,,N/A
303425,D3/P3,,,N/A
303426,PY0/BaP,,,N/A
303427,IP/ghi,,,N/A
303428,IP/IP+ghi,,,N/A
303429,BeP/BaP,,,N/A
303430,sumalkyl/PAHs,,,N/A
303431,L/H,,,N/A
303432,LPAH/HPAH,,,N/A
303433,Pyrogenic index,,,N/A
303434,C1-naphthalenes (True Value),,,
303435,C1-naphthalenes (% Recovery),,,
303436,C1-naphthalenes (RPD),,,
303437,C2-naphthalenes (True Value),,,
303438,C2-naphthalenes (% Recovery),,,
303439,C2-naphthalenes (RPD),,,
303440,C3-naphthalenes (True Value),,,
303441,C3-naphthalenes (% Recovery),,,
303442,C3-naphthalenes (RPD),,,
303443,C4-naphthalenes (True Value),,,
303444,C4-naphthalenes (% Recovery),,,
303445,C4-naphthalenes (RPD),,,
303446,C1-fluorenes (True Value),,,
303447,C1-fluorenes (% Recovery),,,
303448,C1-fluorenes (RPD),,,
303449,C3-fluorenes (True Value),,,
303450,C3-fluorenes (% Recovery),,,
303451,C3-fluorenes (RPD),,,
303452,C2-fluorenes (True Value),,,
303453,C2-fluorenes (% Recovery),,,
303454,C2-fluorenes (RPD),,,
303455,C1-phenanthrenes & anthracenes (True Value),,,
303456,C1-phenanthrenes & anthracenes (% Recovery),,,
303457,C1-phenanthrenes & anthracenes (RPD),,,
303458,C2-phenanthrenes & anthracenes (True Value),,,
303459,C2-phenanthrenes & anthracenes (% Recovery),,,
303460,C2-phenanthrenes & anthracenes (RPD),,,
303461,C3-phenanthrenes & anthracenes (True Value),,,
303462,C3-phenanthrenes & anthracenes (% Recovery),,,
303463,C3-phenanthrenes & anthracenes (RPD),,,
303464,C4-phenanthrenes & anthracenes (True Value),,,
303465,C4-phenanthrenes & anthracenes (% Recovery),,,
303466,C4-phenanthrenes & anthracenes (RPD),,,
303467,C1-fluoranthenes & pyrenes (True Value),,,
303468,C1-fluoranthenes & pyrenes (% Recovery),,,
303469,C1-fluoranthenes & pyrenes (RPD),,,
303470,C2-fluoranthenes & pyrenes (True Value),,,
303471,C2-fluoranthenes & pyrenes (% Recovery),,,
303472,C2-fluoranthenes & pyrenes (RPD),,,
303473,C1-benz[a]anthracenes & chrysenes & triphenylenes (True Value),,,
303474,C1-benz[a]anthracenes & chrysenes & triphenylenes (% Recovery),,,
303475,C1-benz[a]anthracenes & chrysenes & triphenylenes (RPD),,,
303476,C2-benz[a]anthracenes & chrysenes & triphenylenes (True Value),,,
303477,C2-benz[a]anthracenes & chrysenes & triphenylenes (% Recovery),,,
303478,C2-benz[a]anthracenes & chrysenes & triphenylenes (RPD),,,
303479,C3-benz[a]anthracenes & chrysenes & triphenylenes (True Value),,,
303480,C3-benz[a]anthracenes & chrysenes & triphenylenes (% Recovery),,,
303481,C3-benz[a]anthracenes & chrysenes & triphenylenes (RPD),,,
303482,C4-benz[a]anthracenes & chrysenes & triphenylenes (True Value),,,
303483,C4-benz[a]anthracenes & chrysenes & triphenylenes (% Recovery),,,
303484,C4-benz[a]anthracenes & chrysenes & triphenylenes (RPD),,,
303485,Chrysene + Triphenylene (True Value),,,
303486,Chrysene + Triphenylene (% Recovery),,,
303487,Chrysene + Triphenylene (RPD),,,
303488,C4-fluorenes (True Value),,,
303489,C4-fluorenes (% Recovery),,,
303490,C4-fluorenes (RPD),,,
303491,C1-dibenzothiophenes (True Value),,,
303492,C1-dibenzothiophenes (% Recovery),,,
303493,C1-dibenzothiophenes (RPD),,,
303494,C2-dibenzothiophenes (True Value),,,
303495,C2-dibenzothiophenes (% Recovery),,,
303496,C2-dibenzothiophenes (RPD),,,
303497,C3-dibenzothiophenes (True Value),,,
303498,C3-dibenzothiophenes (% Recovery),,,
303499,C3-dibenzothiophenes (RPD),,,
303500,C4-dibenzothiophenes (True Value),,,
303501,C4-dibenzothiophenes (% Recovery),,,
303502,C4-dibenzothiophenes (RPD),,,
303503,"1,6 and 1,3-Dimethylnaphthalene",575-43-9 & 575-41-7,C12H12,156.228
303504,Perylene (True Value),,,
303505,Perylene (% Recovery),,,
303506,Perylene (RPD),,,
303507,"1,6 and 1,3-Dimethylnaphthalene (True Value)",,,
303508,"1,6 and 1,3-Dimethylnaphthalene (% Recovery)",,,
303509,"1,6 and 1,3-Dimethylnaphthalene (RPD)",,,
303510,Markes Sorbent ID (P/N#),,,
303511,Courier,,,
303512,Shipping Date,,,
303513,Tracking #,,,
303514,Sent To,,,
303515,Description,,,
303516,PSD configuration,,,
303517,PRC used,,,
303518,PRC Amt Spiked (ng) t0,,,
303519,Extract Vol (mL),,,
303520,PRC Amt Remaining (ng) tE,,,
303521,Salt Water?,,,
303522,Avg Temp (K),,,
303523,PRC Fraction Retained (%),,,
303526,7-Methylfluoranthene,23339-05-1,C17H12,216.283
303527,Acephenanthrene,5779-79-3,C20H16,256.348
303528,"Indeno[1,2,3-cd]fluoranthene",193-43-1,C22H12,276.338
303529,"Naphtho[1,2-k]fluoranthene",238-04-0,C24H14,302.376
303530,C2-decalins,,,
303531,C4-decalins,,,
303532,C1-benzothiophenes,,,
303533,C2-benzothiophenes,,,
303534,C3-benzothiophenes,,,
303535,C4-benzothiophenes,,,
303536,C3-fluoranthenes & pyrenes,,,
303537,C4-fluoranthenes & pyrenes,,,
303538,"17alpha(H), 21beta(H)-30-hopane",33281-23-1,C30H52,412.7
303539,"5alpha(H), 14beta(H), 17beta(H)-24-methylcholestane 20R",,,
303540,"1,2,4,5-tetramethylbenzene",95-93-2,C10H14,134.218
303541,1-pentene,109-67-1,C5H10,70.133
303542,"2,3-dimethyl-2-butene",563-79-1,C6H12,84.160
303543,1-heptene,592-76-7,C7H14,98.186
303544,"2,4-dimethylpentane",108-08-7,C7H16,100.202
303545,Cyclohexane,110-82-7,C6H12,84.160
303546,Thiophene,110-02-1,C4H4S,84.140
303547,3-methylthiophene,616-44-4,C5H6S,98.166
303548,benzo[b]thiophene,95-15-8,C8H6S,134.198
303549,BG Corr Applied,,,
303550,TPP-d15 (True Value),1173020-30-8,,
303551,TPP-d15 (% Recovery),1173020-30-8,,
303552,Benzo(a)chrysene,213-46-7,C22H14,278.3466
303553,"1,4-Dichlorobenzene",106-46-7,C6H4Cl2,147.002
303554,"1,2-Dichlorobenzene",95-50-1,C6H4Cl2,147.002
303555,benzo(a)fluorene,238-84-6,C17H12,216.2772
303556,benzo(c)fluorene,205-12-9,C17H12,216.2772
303557,benzo(b)fluorene,243-17-4,C17H12,216.2772
303558,Benzo(b)fluoranthene-d12,93951-98-5,C20D12,264.382
303559,Batch #,,,
303560,Sample #,,,
303561,Run #,,,
303562,"1,3,5-Trinitrobenzene (True Value)",,,
303563,"1,3,5-Trinitrobenzene (% Recovery)",,,
303564,"1,3,5-Trinitrobenzene (RPD)",,,
303565,"2,4,6-Trinitrotoluene (True Value)",,,
303566,"2,4,6-Trinitrotoluene (% Recovery)",,,
303567,"2,4,6-Trinitrotoluene (RPD)",,,
303568,Use fluorene-D10 PRC,,,
303569,Use benzo[b]fluoranthene-D12 PRC,,,
303570,Use pyrene-d10 PRC,,,
303571,a-(-)Bisabolol,23089-26-1,C15H26O,222.3694
303572,Caryophyllene Oxide,1139-30-6,C15H24O,220.3536
303573,(-)-Isopulegol,89-79-2,C10H18O,154.2512
303574,Cedrol,77-53-2,C15H26O,222.3694
303575,(+)-Fenchone,4695-62-9,C10H16O,152.2354
303576,(1S)-(+)-3-Carene,498-15-7,C10H16,136.2364
303577,Myrcene,123-35-3,C10H16,136.236
303578,Camphene,79-92-5,C10H16,136.236
303579,L-(-)-Camphor,464-48-2,C10H16O,152.2354
303580,cis-Nerolidol,3790-78-1,C15H25O,222.369
303581,Eucalyptol,470-82-6,C10H18O,154.2512
303582,Farnesene,502-61-4,C15H24,204.3546
303583,Geranyl Acetate,105-87-3,C12H20O2,196.288
303584,Isoborneol,124-76-5,C10H18O,154.2512
303585,Nerol,106-25-2,C10H18O,154.2512
303586,beta-Ocimene,13877-91-3,C10H16,136.236
303587,alpha-Phellandrene,99-83-2,C10H16,136.236
303588,(-)-trans-Caryophyllene,87-44-5,C15H24,204.3546
303589,Valencene,4630-07-3,C15H24,204.3546
303590,(-)-Borneol,464-45-9,C10H18O,154.2512
303591,(+)-Borneol,464-43-7,C10H18O,154.2512
303592,-(+)-Pulegone,89-82-7,C10H16O,152.2354
303593,d-Camphor,464-49-3,C10H16O,152.2354
303594,(+)-Fenchol,2217-02-9,C10H18O,154.249
303595,(-)-Cotinine,486-56-6,C10H12N2O,176.2178
303596,alpha-Cedrene,469-61-4,C15H24,204.3546
303597,alpha-Humulene,6753-98-6,C15H24,204.355
303598,a-Terpinene,99-86-5,C10H16,136.236
303599,a-Pinene,80-56-8,C10H16,136.2364
303600,beta-Pinene,127-91-3,C10H16,136.2364
303601,gamma-Terpinene,99-85-4,C10H16,136.236
303602,Guaiol,489-86-1,C15H26O,222.3694
303603,Fenchone,7787-20-4,C10H16O,152.235
303604,Sabinene,3387-41-5,C10H16,136.2364
303605,Sabinene hydrate,546-79-2,C10H18O,154.2512
303606,Terpineol,8000-41-7,C10H18O,154.251
303607,Terpinolene,586-62-9,C10H16,136.236
303608,trans-Nerolidol,40716-66-3,C15H26O,222.369
303609,dl-menthol,15356-70-4,C10H20O,156.269
303610,n-Octane - BG Corr,111-65-9,C8H18,114.229
303611,n-Octane (ng),111-65-9,C8H18,114.229
303612,n-Octane (mol),111-65-9,C8H18,114.229
303613,Toluene - BG Corr,108-88-3,C7H8,92.138
303614,Toluene (ng),108-88-3,C7H8,92.138
303615,Toluene (mol),108-88-3,C7H8,92.138
303616,Chlorobenzene - BG Corr,108-90-7,C6H5Cl,112.557
303617,Chlorobenzene (ng),108-90-7,C6H5Cl,112.557
303618,Chlorobenzene (mol),108-90-7,C6H5Cl,112.557
303619,Ethylbenzene - BG Corr,100-41-4,C8H10,106.165
303620,Ethylbenzene (ng),100-41-4,C8H10,106.165
303621,Ethylbenzene (mol),100-41-4,C8H10,106.165
303622,Xylenes (m and p) - BG Corr,108-38-3 & 106-42-3,C8H10,106.165
303623,Xylenes (m and p) (ng),108-38-3 & 106-42-3,C8H10,106.165
303624,Xylenes (m and p) (mol),108-38-3 & 106-42-3,C8H10,106.165
303625,o-Xylene - BG Corr,95-47-6,C8H10,106.165
303626,o-Xylene (ng),95-47-6,C8H10,106.165
303627,o-Xylene (mol),95-47-6,C8H10,106.165
303628,Styrene - BG Corr,100-42-5,C8H8,104.149
303629,Styrene (ng),100-42-5,C8H8,104.149
303630,Styrene (mol),100-42-5,C8H8,104.149
303631,n-Nonane - BG Corr,111-84-2,C9H20,128.255
303632,"dibenzo[a,h]pyrene - BG Corr",189-64-0,C24H14,302.3680
303633,"dibenzo[a,h]pyrene (ng)",189-64-0,C24H14,302.3680
303634,"dibenzo[a,h]pyrene (mol)",189-64-0,C24H14,302.3680
303635,"dibenzo[a,i]pyrene - BG Corr",189-55-9,C24H14,302.3680
303636,"dibenzo[a,i]pyrene (ng)",189-55-9,C24H14,302.3680
303637,"dibenzo[a,i]pyrene (mol)",189-55-9,C24H14,302.3680
303638,coronene - BG Corr,191-07-1,C24H12,300.3521
303639,coronene (ng),191-07-1,C24H12,300.3521
303640,coronene (mol),191-07-1,C24H12,300.3521
303641,n-Nonane (ng),111-84-2,C9H20,128.255
303642,"dibenzo[a,e]pyrene - BG Corr",192-65-4,C24H14,302.3680
303643,n-Nonane (mol),111-84-2,C9H20,128.255
303644,"dibenzo[a,e]pyrene (ng)",192-65-4,C24H14,302.3680
303645,"dibenzo[a,e]pyrene (mol)",192-65-4,C24H14,302.3680
303646,Cumene - BG Corr,98-82-8,C9H12,120.192
303647,Cumene (ng),98-82-8,C9H12,120.192
303648,Cumene (mol),98-82-8,C9H12,120.192
303649,"1,2-Dichlorobenzene-d4 - BG Corr",2199-69-1,C6D4Cl2,151.027
303650,"1,2-Dichlorobenzene-d4 (ng)",2199-69-1,C6D4Cl2,151.027
303651,"1,2-Dichlorobenzene-d4 (mol)",2199-69-1,C6D4Cl2,151.027
303652,fluorene-d10 - BG Corr,81103-79-9,C13D10,176.28
303653,fluorene-d10 (ng),81103-79-9,C13D10,176.28
303654,fluorene-d10 (mol),81103-79-9,C13D10,176.28
303655,pyrene-d10 - QC - BG Corr,1718-52-1,C16D10,212.12
303656,pyrene-d10 - QC (ng),1718-52-1,C16D10,212.12
303657,pyrene-d10 - QC (mol),1718-52-1,C16D10,212.12
303658,benzo[b]fluoranthene-d12 - BG Corr,205-99-2,C20H12,264.15
303659,benzo[b]fluoranthene-d12 (ng),205-99-2,C20H12,264.15
303660,benzo[b]fluoranthene-d12 (mol),205-99-2,C20H12,264.15
303661,Bromobenzene - BG Corr,108-86-1,C6H5Br,157.008
303662,Bromobenzene (ng),108-86-1,C6H5Br,157.008
303663,Bromobenzene (mol),108-86-1,C6H5Br,157.008
303664,2-Chlorotoluene - BG Corr,95-49-8,C7H7Cl,126.584
303665,2-Chlorotoluene (ng),95-49-8,C7H7Cl,126.584
303666,2-Chlorotoluene (mol),95-49-8,C7H7Cl,126.584
303667,n-Propylbenzene - BG Corr,103-65-1,C9H12,120.192
303668,n-Propylbenzene (ng),103-65-1,C9H12,120.192
303669,n-Propylbenzene (mol),103-65-1,C9H12,120.192
303670,4-Chlorotoluene - BG Corr,106-43-4,C7H7Cl,126.584
303671,4-Chlorotoluene (ng),106-43-4,C7H7Cl,126.584
303672,4-Chlorotoluene (mol),106-43-4,C7H7Cl,126.584
303673,"1,3,5-Trimethylbenzene - BG Corr",108-67-8,C9H12,120.195
303674,"1,3,5-Trimethylbenzene (ng)",108-67-8,C9H12,120.195
303675,"1,3,5-Trimethylbenzene (mol)",108-67-8,C9H12,120.195
303676,tert-Butylbenzene - BG Corr,98-06-6,C10H14,134.222
303677,tert-Butylbenzene (ng),98-06-6,C10H14,134.222
303678,tert-Butylbenzene (mol),98-06-6,C10H14,134.222
303679,"1,2,4-Trimethylbenzene - BG Corr",95-63-6,C9H12,120.195
303680,"1,2,4-Trimethylbenzene (ng)",95-63-6,C9H12,120.195
303681,"1,2,4-Trimethylbenzene (mol)",95-63-6,C9H12,120.195
303682,n-Decane - BG Corr,124-18-5,C10H22,142.282
303683,n-Decane (ng),124-18-5,C10H22,142.282
303684,n-Decane (mol),124-18-5,C10H22,142.282
303685,sec-Butylbenzene - BG Corr,135-98-8,C10H14,134.218
303686,sec-Butylbenzene (ng),135-98-8,C10H14,134.218
303687,sec-Butylbenzene (mol),135-98-8,C10H14,134.218
303688,"1,3-Dichlorobenzene - BG Corr",541-73-1,C6H4Cl2,147.002
303689,"1,3-Dichlorobenzene (ng)",541-73-1,C6H4Cl2,147.002
303690,"1,3-Dichlorobenzene (mol)",541-73-1,C6H4Cl2,147.002
303691,p-Dichlorobenzene - BG Corr,106-46-7,C6H4Cl2,147.002
303692,p-Dichlorobenzene (ng),106-46-7,C6H4Cl2,147.002
303693,p-Dichlorobenzene (mol),106-46-7,C6H4Cl2,147.002
303694,"1,2,3-Trimethylbenzene - BG Corr",526-73-8,C9H12,120.192
303695,"1,2,3-Trimethylbenzene (ng)",526-73-8,C9H12,120.192
303696,"1,2,3-Trimethylbenzene (mol)",526-73-8,C9H12,120.192
303697,p-Isopropyltoluene - BG Corr,99-87-6,C10H14,134.218
303698,p-Isopropyltoluene (ng),99-87-6,C10H14,134.218
303699,p-Isopropyltoluene (mol),99-87-6,C10H14,134.218
303700,o-Dichlorobenzene - BG Corr,95-50-1,C6H4Cl2,147.002
303701,o-Dichlorobenzene (ng),95-50-1,C6H4Cl2,147.002
303702,o-Dichlorobenzene (mol),95-50-1,C6H4Cl2,147.002
303703,n-Butylbenzene - BG Corr,104-51-8,C10H14,134.218
303704,n-Butylbenzene (ng),104-51-8,C10H14,134.218
303705,n-Butylbenzene (mol),104-51-8,C10H14,134.218
303706,n-Undecane - BG Corr,1120-21-4,C11H24,156.308
303707,n-Undecane (ng),1120-21-4,C11H24,156.308
303708,n-Undecane (mol),1120-21-4,C11H24,156.308
303709,"1,2,4-Trichlorobenzene - BG Corr",120-82-1,C6H3Cl3,181.447
303710,"1,2,4-Trichlorobenzene (ng)",120-82-1,C6H3Cl3,181.447
303711,"1,2,4-Trichlorobenzene (mol)",120-82-1,C6H3Cl3,181.447
303712,n-Dodecane - BG Corr,112-40-3,C12H26,170.335
