"PureSampleName","ResultOriginal","Result","ParameterName","CASNumber","SampleNumber"
"151360",520,109,"2,4-Di-tert-butylphenol","96-76-4","A220465"
"151360",980,206,"TPP","115-86-6","A220465"
"151360",80,16.8,"Cinnamal","104-55-2","A220465"
"151360",1300,273,"Permethrin","52645-53-1","A220465"
"151360",18000,3780,"Caffeine","58-08-2","A220465"
"151360",110,23.1,"Fluoranthene","206-44-0","A220465"
"151360",120,25.2,"A-Ionone","127-41-3","A220465"
"151360",5300,1110,"Benzyl cinnamate","103-41-3","A220465"
"151360",27000,5670,"Exaltolide [15-Pentadecanolide]","106-02-5","A220465"
"151360",8300,1740,"Ethylene brassylate","105-95-3","A220465"
"151360",740,155,"Diethyl phthalate","84-66-2","A220465"
"151360",860,181,"Galaxolide","1222-05-5","A220465"
"151360",330,69.3,"Tonalide","1506-02-1","A220465"
"152755",690,145,"TCPP","26248-87-3","A220466"
"152755",50,10.5,"Anthracene","120-12-7","A220466"
"152755",560,118,"Carvone","99-49-0","A220466"
"152755",20000,4200,"Diisobutyl phthalate","84-69-5","A220466"
"152755",14000,2940,"Benzyl benzoate","120-51-4","A220466"
"152755",380000,79800,"Bis(2-ethylhexyl)phthalate","117-81-7","A220466"
"152755",1000,210,"TPP","115-86-6","A220466"
"152755",2200,462,"Butyl benzyl phthalate","85-68-7","A220466"
"152755",30000,6300,"Di-n-butyl phthalate","84-74-2","A220466"
"152755",840,176,"Diethyl phthalate","84-66-2","A220466"
"152755",1400,294,"Benzophenone","119-61-9","A220466"
"152755",320,67.2,"B-citronellol","106-22-9","A220466"
"152755",210,44.1,"Butylated hydroxyanisole","25013-16-5","A220466"
"152755",2300,483,"Caffeine","58-08-2","A220466"
"152755",130,27.3,"Coumarin","91-64-5","A220466"
"152755",7100,1490,"Ethylene brassylate","105-95-3","A220466"
"152755",300,63,"Tonalide","1506-02-1","A220466"
"152755",12000,2520,"Benzyl salicylate","118-58-1","A220466"
"152755",170,35.7,"Cinnamal","104-55-2","A220466"
"152755",78,16.4,"Acenaphthylene","208-96-8","A220466"
"152755",330,69.3,"Di-n-nonyl phthalate","84-76-4","A220466"
"152755",2500,525,"Galaxolide","1222-05-5","A220466"
"152755",1300,273,"Exaltolide [15-Pentadecanolide]","106-02-5","A220466"
"152755",41,8.61,"Diphenylamine","122-39-4","A220466"
"152755",780,164,"Citral B","5392-40-5","A220466"
"152755",150,31.5,"Permethrin","52645-53-1","A220466"
"152755",240,50.4,"Bisphenol A","80-05-7","A220466"
"152755",260,54.6,"2,4-Di-tert-butylphenol","96-76-4","A220466"
"151232",5400,1130,"Benzyl benzoate","120-51-4","A220467"
"151232",1100,231,"Butyl benzyl phthalate","85-68-7","A220467"
"151232",13000,2730,"Lilial","80-54-6","A220467"
"151232",1200,252,"TCPP","26248-87-3","A220467"
"151232",1100,231,"Coumarin","91-64-5","A220467"
"151232",11000,2310,"Ethylene brassylate","105-95-3","A220467"
"151232",470,98.7,"Butylated hydroxyanisole","25013-16-5","A220467"
"151232",2500,525,"Benzyl salicylate","118-58-1","A220467"
"151232",2700,567,"Diisobutyl phthalate","84-69-5","A220467"
"151232",50000,10500,"Bis(2-ethylhexyl)phthalate","117-81-7","A220467"
"151232",780,164,"Benzophenone","119-61-9","A220467"
"151232",400,84,"B-citronellol","106-22-9","A220467"
"151232",610,128,"Di-n-octyl phthalate","117-84-0","A220467"
"151232",110,23.1,"Dicyclohexyl phthalate","84-61-7","A220467"
"151232",1200,252,"Diethyl phthalate","84-66-2","A220467"
"151232",16,3.36,"1-Methylnaphthalene","90-12-0","A220467"
"151232",1100,231,"Butylated hydroxytoluene","128-37-0","A220467"
"151232",1600,336,"B-Ionone","79-77-6","A220467"
"151232",2400,504,"Di-n-butyl phthalate","84-74-2","A220467"
"151232",500,105,"2,4-Di-tert-butylphenol","96-76-4","A220467"
"151232",30000,6300,"Galaxolide","1222-05-5","A220467"
"151232",92,19.3,"TPP","115-86-6","A220467"
"151232",38,7.98,"Diphenylamine","122-39-4","A220467"
"151232",52,10.9,"Eugenol","97-53-0","A220467"
"151232",2100,441,"Amyl cinnamal","122-40-7","A220467"
"151232",170,35.7,"Tonalide","1506-02-1","A220467"
"152741",3800,798,"TCPP","26248-87-3","A220468"
"152741",1700,357,"Butyl benzyl phthalate","85-68-7","A220468"
"152741",14000,2940,"Lilial","80-54-6","A220468"
"152741",520,109,"Butylated hydroxyanisole","25013-16-5","A220468"
"152741",11000,2310,"Benzyl benzoate","120-51-4","A220468"
"152741",95000,20000,"Benzyl salicylate","118-58-1","A220468"
"152741",110000,23100,"Bis(2-ethylhexyl)phthalate","117-81-7","A220468"
"152741",230,48.3,"Citral A","5392-40-5","A220468"
"152741",3800,798,"Ethylene brassylate","105-95-3","A220468"
"152741",290,60.9,"Butylated hydroxytoluene","128-37-0","A220468"
"152741",3800,798,"Diisobutyl phthalate","84-69-5","A220468"
"152741",2900,609,"Di-n-butyl phthalate","84-74-2","A220468"
"152741",59000,12400,"Galaxolide","1222-05-5","A220468"
"152741",490,103,"Di-n-nonyl phthalate","84-76-4","A220468"
"152741",650,137,"A-Ionone","127-41-3","A220468"
"152741",590,124,"Diethyl phthalate","84-66-2","A220468"
"152741",470,98.7,"Amyl cinnamal","122-40-7","A220468"
"152741",1600,336,"Benzophenone","119-61-9","A220468"
"152741",21,4.41,"1-Methylnaphthalene","90-12-0","A220468"
"152741",230,48.3,"2,4-Di-tert-butylphenol","96-76-4","A220468"
"152741",170,35.7,"Tonalide","1506-02-1","A220468"
"152741",180,37.8,"Bisphenol A","80-05-7","A220468"
"152741",130,27.3,"TPP","115-86-6","A220468"
"152741",3000,630,"B-Ionone","79-77-6","A220468"
"152741",1900,399,"Linalool","78-70-6","A220468"
"150927",1200,252,"Butyl benzyl phthalate","85-68-7","A220469"
"150927",5e+05,105000,"Bis(2-ethylhexyl)phthalate","117-81-7","A220469"
"150927",10000,2100,"Benzyl salicylate","118-58-1","A220469"
"150927",34,7.14,"Anthracene","120-12-7","A220469"
"150927",370,77.7,"Linalool","78-70-6","A220469"
"150927",940,197,"TCPP","26248-87-3","A220469"
"150927",510,107,"TPP","115-86-6","A220469"
"150927",1000,210,"Benzophenone","119-61-9","A220469"
"150927",92,19.3,"4-Chloro-3,5-dimethylphenol","88-04-0","A220469"
"150927",34000,7140,"Diethyl phthalate","84-66-2","A220469"
"150927",13000,2730,"Diisobutyl phthalate","84-69-5","A220469"
"150927",680,143,"Ethylene brassylate","105-95-3","A220469"
"150927",1900,399,"1-Hydroxynaphthalene","90-15-3","A220469"
"150927",11000,2310,"Di-n-butyl phthalate","84-74-2","A220469"
"150927",2000,420,"Lilial","80-54-6","A220469"
"150927",71000,14900,"Benzyl benzoate","120-51-4","A220469"
"150927",1100,231,"Butylated hydroxyanisole","25013-16-5","A220469"
"150927",190,39.9,"P-toluidine","106-49-0","A220469"
"150927",510,107,"Citral B","5392-40-5","A220469"
"150927",93,19.5,"Tributyl phosphate","126-73-8","A220469"
"150927",6200,1300,"Galaxolide","1222-05-5","A220469"
"150927",340,71.4,"Tonalide","1506-02-1","A220469"
"150927",8,1.68,"1-Methylnaphthalene","90-12-0","A220469"
"150927",85,17.9,"Cinnamal","104-55-2","A220469"
