ParameterID,ParameterName,CASNumber,AlternateName,MolecularFormula,MolecularWeight
301267,Bromophos,2104-96-3,,C8H8BrCl2O3PS,365.9982
301268,Naphthalic anhydride,81-84-5,,C12H6O3,
301269,Butralin,33629-47-9,,C14H21N3O4,295.3369
301270,Endosulfan lactone,3868-61-9,,C9H4Cl6O2,356.8466
301271,Octachlorostyrene,29082-74-4,,C8Cl8,
301272,Pirimiphos-ethyl,23505-41-1,,C13H24N3O3PS,
301273,Isopropalin,33820-53-0,,C15H23N3O4,
301274,Metazachlor,67129-08-2,,C14H16ClN3O,
301275,Methoprene I,40596-69-8,,C19H34O3,
301276,Mefluidide,53780-34-0,,C11H13F3N2O3S,
301277,Thiabendazole,148-79-8,,C10H7N3S,
301278,Benazolin-ethyl,25059-80-7,,C11H10ClNO3S,271.723
301279,Chlorbromuron,13360-45-7,,C9H10BrClN2O2,293.547
301280,Penconazole,66246-88-6,,C13H15Cl2N3,
301281,Dimethametryn,22936-75-0,,C11H21N5S,255.388
301282,Phosfolan,947-02-4,,C7H14NO3PS2,
301283,Tolylfluanid,731-27-1,,C10H13Cl2FN2O2S2,
301284,Pyrifenox I,88283-41-4,,C14H12Cl2N2O,
301285,Methyldymron,42609-73-4,,C17H20N2O,
301286,Mephosfolan,950-10-7,,C8H16NO3PS2,
301287,Chlozolinate,84332-86-5,,C13H11Cl2NO5,
301288,Folpet,133-07-3,,C9H4Cl3NO2S,296.5606
301289,Isofenphos,25311-71-1,,C15H24NO4PS,
301290,Pyridinitril,1086-02-8,,C13H5Cl2N3,
301291,Quinalphos,13593-03-8,,C12H15N2O3PS,
301292,Triadimenol,55219-65-3,,C14H18ClN3O2,
301293,Phenthoate,2597-7-3,,C12H17O4PS2,
301294,Mecarbam,2595-54-2,,C10H20NO5PS2,
301295,Bioallethrin S-cyclopentenyl isomer,28434-00-6,,C19H26O3,302.4114
301296,Chlorbenside,103-17-3,,C13H10Cl2S,269.194
301297,Bioallethrin,584-79-2,,C19H26O3,302.4114
301298,Chinomethionat,2439-2-1,,C10H6N2OS2,234.302
301299,Furalaxyl,57646-30-7,,C17H19NO4,301.3401
301300,Procymidone,32809-16-8,,C13H11Cl2NO2,
301301,Dinobuton,973-21-7,,C14H18N2O7,326.3032
301302,Chlorflurecol-methyl ester,2536-31-4,,C15H11ClO3,274.7019
301303,Methidathion,950-37-8,,C6H11N2O4PS3,
301304,Triflumizole,68694-11-1,,C15H15ClF3N3O,
301305,Bromophos-ethyl,4824-78-6,,C10H12BrCl2O3PS,394.0518
301306,Paclobutrazol,76738-62-0,,C15H20ClN3O,
301307,Vamidothion,2275-23-2,,C8H18NO4PS2,
301308,Tetrachlorvinphos,961-11-5,,C10H9Cl4O4P,
301309,"2,4-Dichlorophenyl benzenesulfonate",97-16-5,,C12H8Cl2O3S,303.1642
301310,TCMTB,21564-17-0,,C9H6N2S3,
301311,Flutriafol,76674-21-0,,C16H13F2N3O,301.2947
301312,Ditalimfos,5131-24-8,,C12H14NO4PS,299.2856
301313,Chlorfenson,80-33-1,,C12H8Cl2O3S,303.1642
301314,Flumetralin,62924-70-3,,C16H12ClF4N3O4,363.334
301315,Diamyl phthalate,131-18-0,,C18H26O4,306.3994
301316,Hexaconazole,79983-71-4,,C14H17Cl2N3O,
301317,Jodfenphos,18181-70-9,,C8H8Cl2IO3PS,
301318,Butamifos,36335-67-8,,C13H21N2O4PS,332.359
301319,Fenamiphos,22224-92-6,,C13H22NO3PS,
301320,Diethatyl ethyl,38727-55-8,,C16H22ClNO3,311.807
301321,Fluorodifen,15457-05-3,,C13H7F3N2O5,328.2013
301322,Imazalil,35554-44-0,,C14H14Cl2N2O,
301323,Flutolanil,66332-96-5,,C17H16F3NO2,323.3124
301324,Isoprothiolane,50512-35-1,,C12H18O4S2,
301325,Profenofos,41198-08-7,,C11H15BrClO3PS,
301326,Uniconizole-P,83657-17-4,,C15H18ClN3O,
301327,"S,S,S-Tributylphosphorotrithioate",78-48-8,,C12H27OPS3,
301328,Pretilachlor,51218-49-6,,C17H26ClNO2,
301329,Flubenzimine,37893-02-0,,C17H10F6N4S,416.348
301330,Diclobutrazol,75736-33-3,,C15H19Cl2N3O,328.2411
301331,Metamitron,41394-05-2,,C10H10N4O,
301332,Azaconazole,60207-31-0,,C12H11Cl2N3O2,300.1439
301333,Flamprop-methyl,52756-25-9,,C17H15ClFNO3,335.76
301334,Buprofezin,69327-76-0,,C16H23N3OS,305.4437
301335,Flusilazole,85509-19-9,,C16H15F2N3Si,315.3975
301336,Methoprotryne,841-06-5,,C11H21N5OS,
301337,Tryclopyrbutoxyethyl,64470-88-8,,C13H16Cl3NO4,
301338,Erbon,136-25-4,,C11H9Cl5O3,366.454
301339,Isoxathion,18854-01-8,,C13H16NO4PS,
301340,Ancymidol,12771-68-5,,C15H16N2O2,256.303
301341,Binapacryl,485-31-4,,C15H18N2O6,322.3152
301342,Fluazifop-p-butyl,79241-46-6,,C19H20F3NO4,383.364
301344,Acifluorfen methyl ester,50594-67-7,,C15H9ClF3NO5,375.6851
301345,Fenthion sulfoxide,3761-41-9,,C10H15O4PS2,294.3305
301346,Diniconazole,83657-24-3,,C15H17Cl2N3O,326.225
301347,Cyprofuram,69581-33-5,,C14H14ClNO3,279.7216
301348,Methiocarb sulfoxide,2635-1-10,,C11H15NO3S,
301349,Etaconazole,60207-93-4,,C14H15Cl2N3O2,328.1975
301350,Flamprop-isopropyl,52756-22-6,,C19H19ClFNO3,363.814
301351,Oxadixyl,77732-09-3,,C14H18N2O4,
301352,Triamiphos,1031-47-6,,C12H19N6OP,
301353,Benodanil,15310-01-7,,C13H10INO,323.128
301354,Tetrasul,2227-13-6,,C12H4Cl4S,
301355,Chlorthiophos,60238-56-4,,C11H15Cl2O3PS2,365.2801
301356,Fenazaflor,14255-88-0,,C15H7Cl2F3N2O2,375.1323
301357,Mepronil,55814-41-0,,C17H19NO2,
301358,Triazophos,24017-47-8,,C12H16N3O3PS,
301359,Chlornitrofen,1836-77-7,,C12H6Cl3NO3,318.5424
301360,"2,3,7,8-Tetrachlorodibenzofuran",51207-31-9,,C12H4Cl4O,305.9746
301361,Benalaxyl,71626-11-4,,C20H23NO3,325.406
301362,Edifenphos,17109-49-8,,C14H15O2PS2,310.3765
301363,Cyanofenphos,13067-93-1,,C15H14NO2PS,303.3206
301364,Bromoxynil octanoic acid ester,1689-99-2,,C15H17Br2NO2,403.1123
301365,Lenacil,2164-1-8,,C13H18N2O2,
301366,Hexestrol,84-16-2,,C18H22O2,
301367,Pyrazon,1698-60-8,,C10H8ClN3O,
301368,Piperalin,3478-94-2,,C16H21Cl2NO2,
301369,Nuarimol,63284-71-9,,C17H12ClFN2O,
301370,Thenylchlor,96491-05-3,,C16H18ClNO2S,
301371,Diclofop methyl,51338-27-3,,C16H14Cl2O4,341.1886
301372,Fluroxypyr-1-methylheptyl ester,81406-37-3,,C15H21Cl2FN2O3,367.246
301373,Propargite,2312-35-8,,C19H26O4S,
301374,Diflufenican,83164-33-4,,C19H11F5N2O2,394.298
301375,Oxycarboxin,5259-88-1,,C12H13NO4S,
301376,Piperonyl butoxide,51-03-6,,C19H30O5,
301377,Resmethrin,10453-86-8,,C22H26O3,
301378,Bioresmethrin,28434-01-7,,C22H26O3,338.4444
301379,Epoxiconazole,106325-08-0,,C17H13ClFN3O,329.7607
301380,Fluotrimazole,31251-03-3,,C22H16F3N3,379.383
301381,Nitralin,4726-14-1,,C13H19N3O6S,
301382,Pyributicarb,88678-67-5,,C18H22N2O2S,
301383,Benzoylprop ethyl,22212-55-1,,C18H17Cl2NO3,366.242
301384,Dichlorophen,97-23-4,,C13H10Cl2O2,269.126
301385,Hexabromobenzene,87-82-1,,C6Br6,
301386,Pyridaphenthion,119-12-0,,C14H17N2O4PS,
301387,Leptophos oxon,25006-32-0,,C13H10BrCl2O3P,
301388,Chlorthiophos sulfoxide,29185-21-5,,C11H15Cl2O4PS2,377.2475
301389,Menazon,78-57-9,,C6H12N5O2PS2,
301390,Tetramethrin I,7696-12-0,,C19H25NO4,
301391,Bromopropylate,18181-80-1,,C17H16Br2O3,428.118
301392,Carbosulfan,55285-14-8,,C20H32N2O3S,380.55
301393,Fenoxycarb,79127-80-3,,C17H19NO4,301.34
301394,Piperophos,24151-93-7,,C14H28NO3PS2,
301395,Phenkapton,2275-14-1,,C11H15Cl2O2PS3,
301396,Fenpropathrin,64257-84-7,,C22H23NO3,349.4277
301397,Bifenox,42576-02-3,,C14H9Cl2NO5,342.1331
301398,Dicyclohexyl phthalate,84-61-7,,C20H26O4,330.4214
301399,Chlorthiophos sulfone,999053-03-1,,C11H15Cl2O5PS2,365.2801
301400,Tetradifon,116-29-0,,C12H6Cl4O2S,
301401,d-(cis-trans)-Phenothrin-I,26002-80-2,,C23H26O3,
301402,Furathiocarb,65907-30-4,,C18H26N2O5S,382.4784
301403,Mefenacet,73250-68-7,,C16H14N2O2S,
301404,Amitraz,33089-61-1,,C19H23N3,293.412
301405,Cyhalothrin I (lambda),68085-85-8,,C23H19ClF3NO3,449.8541
301406,Pyrazophos,13457-18-6,,C14H20N3O5PS,
301407,b-Estradiol,50-28-2,,C18H24O2,272.3856
301408,Isoxaben,82558-50-7,,C18H24N2O4,
301409,Dialifos,10311-84-9,,C14H17ClNO4PS2,
301410,Bitertanol I,55179-31-2,,C20H23N3O2,337.421
301411,Oryzalin,19044-88-3,,C12H18N4O6S,
301412,Pyridaben,96489-71-3,,C19H25ClN2OS,
301413,17a-Ethynylestradiol,57-63-6,,C20H24O2,296.4076
301414,Prochloraz,67747-09-5,,C15H16Cl3N3O2,
301415,Tamoxifen,10540-29-1,,C26H29NO,
301416,Dioxathion,78-34-2,,C12H26O6P2S4,456.5434
301417,Fenbuconazole,119611-00-6,,C19H17ClN4,336.824
301418,Cyfluthrin I,68359-37-5,,C22H18Cl2FNO3,
301419,Cypermethrin-1,52315-07-8,,C22H19Cl2NO3,
301420,Quizalofop-ethyl,76578-14-8,,C19H17ClN2O4,
301421,Flucythrinate I,70124-77-5,,C26H23F2NO4,451.4667
301422,"5,7-Dihydroxy-4'-methoxyisoflavone",491-80-5,,C16H12O5,284.2658
301423,2-Hydroxyestradiol,362-05-0,,C18H24O3,288.3846
301424,Pyridate,55512-33-9,,C19H23ClN2O2S,
301425,Fluvalinate-tau-I,102851-06-9,,C26H22ClF3N2O3,502.9178
301426,Difenoconazol I,119446-68-3,,C19H17Cl2N3O3,406.267
301427,Temephos,3383-96-8,,C16H20O6P2S3,
301428,3-Trifluormethylaniline,98-16-8,,C7H6F3N,161.125
301429,Triethyl phosphate,78-40-0,,C6H15O4P,
301430,4-Chlorophenyl isocyanate,104-12-1,,C7H4ClNO,153.568
301431,3-Chloro-4-fluoroaniline,367-21-5,,C6H5ClFN,145.564
301432,4-Isopropylaniline,99-88-7,,C9H13N,135.209
301433,Carvone,99-49-0,,C10H14O,150.2196
301434,2-ethyl-6-methylaniline,24549-06-2,,C9H13N,135.209
301435,Profenofos metabolite (4-Bromo-2-chlorophenol),3964-56-5,,C6H4BrClO,
301436,3-Aminophenol,591-27-5,,C6H7NO,109.127
301437,Thymol,89-83-8,,C10H14O,
301438,4-Chloro-2-methylaniline,95-69-2,,C7H8ClN,141.6
301439,4-Bromoaniline,106-40-1,,C6H6BrN,172.024
301440,Carbofuran-7-phenol,1563-38-8,,C10H12O2,235.238
301441,"Diuron Metabolite [3,4-Dichlorophenyl isocyanate]",102-36-3,,C7H3Cl2NO,188.0127
301442,"2,4,6-Trichloroanisole",87-40-1,,C7H5Cl3O,211.475
301443,Eugenol,97-53-0,,C10H12O2,164.2028
301444,"2,3,6-Trichloroanisole",50375-10-5,,C7H5Cl3O,211.475
301445,"1,3,5-Tribromobenzene",626-39-1,,C6H3Br3,314.802
301446,3-Chloro-4-methoxyaniline,5345-54-0,,C7H8ClNO,157.599
301447,Phthalimide,85-41-6,,C8H5NO2,
301448,"Tetrahydrophthalimide, cis-1,2,3,6-",27813-21-4,,C8H9NO2,
301449,Cashmeran,33704-61-9,,C14H22O,206.327
301450,"2,4,5-Trichloroaniline",636-30-6,,C6H4Cl3N,196.464
301451,Benzenesulfonamide,98-10-2,,C6H7NO2S,157.1923
301452,"XMC (3,5-Dimethylphenyl N-methylcarbamate)",2655-14-3,,C10H13NO2,
301453,"Tolyltriazole [1H-Benzotriazole, 5-methyl-]",136-85-6,,C7H7N3,
301454,Benzoximate metabolite,55440-55-6,,C9H8ClNO3,
301455,Phorate-oxon,2600-69-3,,C7H17O3PS2,
301456,"2,4,6-Tribromoanisole",607-99-8,,C7H5Br3O,344.828
301457,Chlorethoxyfos,54593-83-8,,C6H11Cl4O3PS,336.0019
301458,Dichlofluanid metabolite (DMSA),4710-17-2,,C8H12N2O2S,200.261
301459,Methabenzthiazuron [decomposition product],16954-69-1,,C8H8N2S,
301460,Atrazine-desethyl,6190-65-4,,C6H10ClN5,187.633
301461,"2,3,4,5-Tertrachloronitrobenzene",879-39-0,,C6HCl4NO2,260.891
301462,Dioxabenzofos,3811-49-2,,C8H9O3PS,216.196
301463,"2,6-Dichlorobenzamide",2008-58-4,,C7H5Cl2NO,190.0285
301464,Terbuthylazine-desethyl,30125-63-4,,C7H12ClN5,
301465,Cadusafos,95465-99-9,,C10H23O2PS2,270.396
301466,Fenclorim,3740-92-9,,C10H6Cl2N2,225.077
301467,Celestolide,13171-00-1,,C17H24O,244.376
301468,Fluoroimide,41205-21-4,,C10H4Cl2FNO2,260.051
301474,Sebuthylazine-desethyl,37019-18-4,,C7H12ClN5,
301475,Tolylfluanid metabolite (DMST),66840-71-9,,C9H14N2O2S,
301476,Fenazaflor metabolite,4228-88-0,,C8H3Cl2F3N2,255.026
301477,TCEP,115-96-8,Tris(2-chloroethyl) phosphate,C6H12Cl3O4P,285.49
301478,Phantolide,15323-35-0,,C17H24O,
301479,Benzyl benzoate,120-51-4,,C14H12O2,212.2468
301480,Bufencarb,8065-36-9,,C13H19NO2,885.1924
301481,Diazinon-oxon,962-58-3,,C12H21N2O4P,288.282
301482,"Chlordene, trans-",3734-48-3,,C10H6Cl6,338.875
301483,3-Indolylacetonitrile,771-51-7,,C10H8N2,156.1872
301484,Cyclopentadecanone,502-72-7,,C15H28,224.385
301485,"Aziprotryn metabolite [2-Amino-4-isopropylamino-6-methylthio-1,3,5-triazine]",4147-57-3,,C7H13N5S,199.2807
301486,BHC epsilon isomer,6108-7-10,,C6H6Cl6,290.8314
301487,"Tefluthrin, cis-",79538-32-2,,C17H14ClF7O2,
301488,Exaltolide [15-Pentadecanolide],106-02-5,,C15H28O2,240.3842
301489,Azoxybenzene,495-48-7,,C12H10N2O,198.224
301490,Musk amberette,83-66-9,,C12H16N2O5,
301491,Methyl (2-naphthoxy)acetate,1929-87-9,,C13H12O3,
301492,Cyclafuramid,34849-42-8,,C13H19NO2,221.298
301493,Caffeine,58-08-2,,C8H10N4O2,350.4408
301494,Tebupirimifos,96182-53-5,,C13H23N2O3PS,
301495,Benoxacor,98730-04-2,,C11H11Cl2NO2,260.119
301496,Traseolide,68140-48-7,,C18H26O,
301497,"Tridemorph , 4-tridecyl-",24602-86-6,,C19H39NO,
301498,"p,p'-DDM [bis(4-chlorophenyl)methane]",101-76-8,,C13H10Cl2,
301499,Fenchlorphos-oxon,3983-45-7,,C8H8Cl3O4P,305.48
301500,Silthiopham,175217-20-6,,C13H21NOSSi,
301501,Theobromine,83-67-0,,C7H8N4O2,
301502,Diisobutyl phthalate,84-69-5,,C16H22O4,278.3458
301503,4-Nonylphenol,104-40-5,,C15H24O,220.354
301504,Musk xylene,81-15-2,,C12H15N3O6,
301505,Tonalide,1506-02-1,,C18H26O,
301506,Hydroprene,41096-46-2,,C17H30O2,
301507,Fenitrothion-oxon,2255-17-6,,C9H12NO6,261.1688
301508,"Ethofumesate, 2-Keto",26244-33-7,,C11H12O5S,256.275
301509,Dimethenamid,87674-68-8,,C12H18ClNO2S,275.798
301510,Flurprimidol,56425-91-3,,C15H15F3N2O2,312.2895
301511,Spiroxamine I,118134-30-8,,C18H35NO2,
301512,Musk Moskene,116-66-5,,C14H18N2O4,
301513,Dipropyl isocinchomeronate,136-45-8,,C13H17NO4,251.28
301514,Azibenzolar-S-methyl,135158-54-2,,C8H6N2OS2,210.28
301515,Simeconazole,149508-90-7,,C14H20FN3OSi,
301516,Cymiazole,61676-87-7,,C12H14N2S,218.3226
301517,"Flurochloridone, deschloro-",999003-03-1,,C12H11ClF3NO,312.117
301518,Transfluthrin,118712-89-3,,C15H12Cl2F4O2,
301519,Propisochlor,86763-47-5,,C15H22ClNO2,
301520,"Propargite metabolite [Cyclohexanol, 2-(4-tert-butylphenoxy)]",999004-03-4,,C16H24O2,
301521,"Bis(2,3,3,3-tetrachloropropyl) ether",127-90-2,,C6H6Cl8O,377.7364
301522,"Fipronil, Desulfinyl-",205650-65-3,,C12H4Cl2F6N4,389.0856
301523,Prosulfocarb,52888-80-9,,C14H21NOS,
301524,"2,4'-Dichlorobenzophenone (2,4'-Dicofol decomposition product)",85-29-0,,C13H8Cl2O,251.111
301525,Fenpropidin,67306-00-7,,C19H31N,273.461
301526,Orbencarb,34622-58-7,,C12H16ClNOS,
301527,Musk Tibetene (Moschustibeten),145-39-1,,C13H18N2O4,
301528,Quintozene metabolite (pentachlorophenyl methyl sulfide),1825-19-0,,C7H3Cl5S,
301529,Bifenazate metabolite (5-Phenyl-o-anisidine ),39811-17-1,,C13H13NO,199.252
301530,Triapenthenol,76608-88-3,,C15H25N3O,
301531,Prodiamine,29091-21-2,,C13H17F3N4O4,
301532,Phorate sulfoxide,2588-8-5,,C7H17O3PS3,
301533,Terbufos-oxon-sulfone,999005-03-7,,C9H21O5PS2,
301534,Difenoxuron,14214-32-5,,C16H18N2O3,286.3292
301535,Phorate sulfone,2588-7-4,,C7H17O4PS3,
301536,Sulfanilamide,63-74-1,,C6H8N2O2S,
301537,Musk Ketone,81-14-1,,C14H18N2O5,
301538,Thiazopyr,117718-60-2,,C16H17F5N2O2S,
301539,Rabenzazole,40341-04-6,,C12H12N4,
301540,Isocarbophos,24353-61-5,,C11H16NO4PS,
301541,Flufenacet,142459-58-3,,C14H13F4N3O2S,363.334
301542,Isofenphos-oxon,31120-85-1,,C15H24NO5P,
301543,Isoxaflutole,141112-29-0,,C15H12F3NO4S,
301544,Tetraconazole,112281-77-3,,C13H11Cl2F4N3O,
301545,Fosthiazate I,98886-44-3,,C9H18NO3PS2,283.3512
301546,Ethidimuron,30043-49-3,,C7H12N4O3S2,264.3288
301547,Cyprodinil,121552-61-2,,C14H15N3,225.294
301548,Phenothiazine,92-84-2,,C12H9NS,
301549,Chlorbicyclen,2550-75-6,,C9H6Cl8,397.7704
301550,Terbufos-sulfone,56070-16-7,,C9H21O4PS3,
301551,"Chlorfenvinphos, cis-",18708-87-7,,C12H14Cl3O4P,359.572
301552,Fipronil-sulfide,120067-83-6,,C12H4Cl2F6N4S,421.142
301553,Dimepiperate,61432-55-1,,C15H21NOS,263.403
301554,Irgarol,28159-98-0,,C11H19N5S,
301555,"Chlorfenvinphos, trans-",18708-86-6,,C12H14Cl3O4P,359.572
301556,Fluazinam,79622-59-6,,C13H4Cl2F6N4O4,465.093
301557,MCPA-butoxyethyl ester,19480-43-4,,C15H21ClO4,
301558,Fipronil,120068-37-3,,C12H4Cl2F6N4OS,437.151
301559,Zoxamide decomposition product,999006-03-0,,C50H50,
301560,Beflubutamid,113614-08-7,,C18H17F4NO2,355.3293
301561,Triclosan,3380-34-5,,C12H7Cl3O2,
301562,"DDMU [1-Chloro-2,2-bis(4'-chlorophenyl)ethylene]",1022-22-6,,C14H9Cl3,283.584
301563,"Prallethrin, cis-",23031-36-9,,C19H24O3,
301564,Propaphos,7292-16-2,,C13H21O4PS,
301565,Fenothiocarb,62850-32-2,,C13H19NO2S,253.364
301566,Trichlamide,70193-21-4,,C13H16Cl3NO3,
301567,Haloxyfop-methyl,69806-40-2,,C16H13ClF3NO4,375.7287
301568,Triclosan-methyl,4640-1-1,,C13H9Cl3O2,
301569,Mepanipyrim,110235-47-7,,C14H13N3,
301570,Bromfenvinphos-(E),58580-14-6,,C12H14BrCl2O4P,
301571,Triazamate,112143-82-5,,C13H22N4O3S,
301572,Bromfenvinphos-(Z),58580-13-5,,C12H14BrCl2O4P,
301573,Picoxystrobin,117428-22-5,,C18H16F3NO4,
301574,Fluazolate,174514-07-9,,C15H12BrClF4N2O2,443.6208
301575,Metominostrobin (E),133408-50-1,,C16H16N2O3,
301576,Fludioxonil,131341-86-1,,C12H6F2N2O2,248.1874
301577,Fensulfothion-oxon,6552-21-2,,C11H17O5PS,292.29
301578,Prothioconazole-desthio,999007-03-3,,C14H15Cl2N3O,
301579,Iprovalicarb I,140923-25-7,,C18H28N2O3,
301580,"p,p'-Dibromobenzophenone",3988-2-3,,C13H8Br2O,
301581,Toxaphene Parlar 26,142534-71-2,,C10H10Cl8,
301582,Imazamethabenz-methyl I,81405-85-8,,C16H20N2O3,
301583,Fipronil-sulfone,120068-36-2,,C12H4Cl2F6N4O2S,453.1496
301584,Bupirimate,41483-43-6,,C13H24N4O3S,316.424
301585,Thifluzamide,130000-40-7,,C13H6Br2F6N2O2S,
301586,Cyproconazole,113096-99-4,,C15H18ClN3O,291.7802
301587,Kresoxim-methyl,143390-89-0,,C18H19NO4,
301588,Fensulfothion-oxon -sulfone,6132-17-8,,C11H17O6PS,308.289
301589,Carpropamid,104030-54-8,,C15H18Cl3NO,334.672
301590,Chlorfenapyr,122453-73-0,,C15H11BrClF3N2O,407.616
301591,Cyflufenamid,180409-60-3,,C20H17F5N2O2,412.3563
301592,Fenoxanil,115852-48-7,,C15H18Cl2N2O2,329.2252
301593,ortho-Aminoazotoluene,97-56-3,,C14H15N3,
301594,Fenthion-sulfone,3761-42-0,,C10H15O5PS2,310.3295
301595,Aclonifen,74070-46-5,,C12H9ClN2O3,264.667
301596,fensulfothion-sulfone,14255-72-2,,C11H17O5PS2,324.356
301597,Chlorbenside sulfone,7082-99-7,,C13H10Cl2O2S,301.192
301598,PBB 52,59080-37-4,,C12H6Br4,
301599,Isoxadifen-ethyl,163520-33-0,,C18H17NO3,
301600,Ofurace,58810-48-3,,C14H16ClNO3,
301601,Pyrethrin I,121-21-1,,C21H28O3,
301602,Quinoxyfen,124495-18-7,,C15H8Cl2FNO,
301603,Methoxychlor olefin,2132-70-9,,C16H14Cl2O2,
301604,Diofenolan I,63837-33-2,,C18H20O4,300.352
301605,Fenhexamid,126833-17-8,,C14H17Cl2NO2,302.1993
301606,Di-n-hexyl phthalate,84-75-3,,C20H30O4,334.453
301607,Carfentrazone-ethyl,128639-02-1,,C15H14Cl2F3N3O3,412.1936
301608,Clodinafop-propargyl,105512-06-9,,C17H13ClFNO4,349.7437
301609,Trifloxystrobin,141517-21-7,,C20H19F3N2O4,
301610,Pyraflufen-ethyl,129630-19-9,,C15H13Cl2F3N2O4,
301611,Pyriminobac-methyl (E),136191-64-5,,C17H19N3O6,
301612,Toxaphene Parlar 50,66860-80-8,,C10H10Cl9,
301613,Tris(2-butoxyethyl) phosphate,78-51-3,,C18H39O7P,
301614,Zoxamide,156052-68-5,,C14H16Cl3NO2,
301615,Mefenpyr-diethyl,135590-91-9,,C16H18Cl2N2O4,
301616,Fenpiclonil,74738-17-3,,C11H6Cl2N2,237.088
301617,Spiromesifen,283594-90-1,,C23H30O4,
301618,Fenamiphos sulfoxide,31972-43-7,,C13H22NO4PS,319.36
301619,Bromuconazole I,116255-48-2,,C13H12BrCl2N3O,
301620,Sudan I,842-07-9,,C16H12N2O,
301621,Fenamiphos-sulfone,31972-44-8,,C13H22NO5PS,335.359
301622,Ethoxyfen-ethyl,131086-42-5,,C19H15Cl2F3O5,451.2225
301623,Dimoxystrobin,149961-52-4,,C19H22N2O3,326.3938
301624,Tris(2-ethylhexyl) phosphate,78-42-2,,C24H51O4P,
301625,Bis(2-butoxyethyl) phthalate,117-83-9,,C20H30O6,366.451
301626,Picolinafen,137641-05-5,,C19H12F4N2O2,
301627,Cloquintocet-mexyl,99607-70-2,,C18H22ClNO3,335.8288
301628,Etoxazole,153233-91-1,,C21H23F2NO2,359.41
301629,Sulfentrazone,122836-35-5,,C11H10Cl2F2N4O3S,
301630,Metconazole I,125116-23-6,,C17H22ClN3O,
301631,Fenamidone,161326-34-7,,C17H17N3OS,311.4073
301632,Fenazaquin,120928-09-8,,C20H22N2O,306.4068
301633,Tebufenpyrad,119168-77-3,,C18H24ClN3O,
301634,Anilofos,64249-01-0,,C13H19ClNO3PS2,367.8561
301635,Fenchlorazole-ethyl,103112-35-2,,C12H8Cl5N3O2,403.4792
301636,Phenothrin I,51186-88-0,,C23H26O3,
301637,Toxaphene Parlar 62,154159-06-5,,C10H10Cl9,
301638,Phenothrin II,26046-85-5,,C23H26O3,
301639,Diphenyl phthalate,84-62-8,,C20H14O4,318.327
301640,Potasan,299-45-6,,C14H17O5PS,
301641,Flurtamone,96525-23-4,,C18H14F3NO2,333.3076
301642,Pyriproxyfen,95737-68-1,,C20H19NO3,
301643,Cyhalofop-butyl,122008-85-9,,C20H20FNO4,357.379
301644,Naproanilide,52570-16-8,,C19H17NO2,
301645,Ioxynil octanoate,3861-47-0,,C15H17I2NO2,
301646,Trifenmorph,1420-06-0,,C23H23NO,
301647,Lactofen,77501-63-4,,C19H15ClF3NO7,
301649,Pyriftalid,135186-78-6,,C15H14N2O4S,
301650,Acrinathrin,101007-06-1,,C26H21F6NO5,541.442
301651,Fluoroglycofen-ethyl,77501-90-7,,C18H13ClF3NO7,447.748
301652,Benfuracarb,82560-54-1,,C20H30N2O5S,410.532
301653,"Tricresylphosphate, ortho-",78-30-8,tri-o-cresyl phosphate,C21H21O4P,368.369
301654,Pyraclofos,89784-60-1,,C14H18ClN2O3PS,
301655,Metrafenone,220899-03-6,,C19H21BrO5,
301656,Fenoxaprop-ethyl,66441-23-4,,C18H16ClNO5,361.7794
301657,"Tricresylphosphate, meta-",563-04-2,,C21H21O4P,
301658,Spirodiclofen,148477-71-8,,C21H24Cl2O4,
301659,Sudan II,3118-97-6,,C18H16N2O,
301660,Fluquinconazole,136426-54-5,,C16H8Cl2FN5O,376.177
301661,"2,4,5-Trichloro-p-terphenyl",999008-03-6,,C18H11Cl3,
301662,Butafenacil,134605-64-4,,C20H18ClF3N2O6,474.8172
301663,Cafenstrole,125306-83-4,,C16H22N4O3S,350.4408
301664,"2,3,5,6-Tetrachloro-p-terphenyl",61576-99-6,,C18H10Cl4,368.089
301665,Fluoxastrobin cis-,361377-29-9,,C21H16ClFN4O5,458.8314
301666,Boscalid (Nicobifen),188425-85-6,,C18H12Cl2N2O,
301667,Halfenprox,111872-58-3,,C24H23BrF2O3,477.3427
301668,Cekafix,121227-99-4,,C14H16BrO5PS,
301669,Ethofenprox,80844-07-1,,C25H28O3,376.4932
301670,Acequinocyl,57960-19-7,,C24H32O4,384.5128
301671,Silafluofen,105024-66-6,,C25H29FO2Si,
301672,Pyrimidifen,105779-78-0,,C20H28ClN3O2,
301673,Di-n-nonyl phthalate,84-76-4,,C26H42O4,418.6138
301674,Flumiclorac-pentyl,87546-18-7,,C21H23ClFNO5,423.8657
301675,Azoxystrobin,131860-33-8,,C22H17N3O5,403.3923
301676,Famoxadon,131807-57-3,,C22H18N2O4,374.3942
301677,Tolfenpyrad,129558-76-5,,C21H22ClN3O2,
301678,Dimethomorph-(E),110488-70-5,,C21H22ClNO4,387.861
301679,Cinidon-ethyl,142891-20-1,,C19H17Cl2NO4,394.2523
301681,Rotenone,83-79-4,,C23H22O6,
301682,Spiroxamine metabolite (4-tert-butylcyclohexanone),98-53-3,,C10H18O,
