ParameterID,chemicalLink,toxicityType,listingMechanism,listingMechanismLink,dateListed,doseage,doseageLink
301884,,cancer,LC,,1-Oct-89,0.09,
301884,,developmental,SQE,,1-Jan-91,,
301885,,cancer,LC,,1-Oct-89,0.09,
301885,,developmental,SQE,,1-Jan-91,,
301886,,cancer,LC,,1-Oct-89,0.09,
301886,,developmental,SQE,,1-Jan-91,,
301887,,cancer,LC,,1-Oct-89,0.09,
301887,,developmental,SQE,,1-Jan-91,,
301888,,cancer,LC,,1-Oct-89,0.09,
301888,,developmental,SQE,,1-Jan-91,,
301889,,cancer,LC,,1-Oct-89,0.09,
301889,,developmental,SQE,,1-Jan-91,,
301890,,cancer,LC,,1-Oct-89,0.09,
301890,,developmental,SQE,,1-Jan-91,,
301891,,cancer,LC,,1-Oct-89,0.09,
301891,,developmental,SQE,,1-Jan-91,,
301892,,cancer,LC,,1-Oct-89,0.09,
301892,,developmental,SQE,,1-Jan-91,,
301893,,cancer,LC,,1-Oct-89,0.09,
301893,,developmental,SQE,,1-Jan-91,,
301894,,cancer,LC,,1-Oct-89,0.09,
301894,,developmental,SQE,,1-Jan-91,,
301895,,cancer,LC,,1-Oct-89,0.09,
301895,,developmental,SQE,,1-Jan-91,,
301896,,cancer,LC,,1-Oct-89,0.09,
301896,,developmental,SQE,,1-Jan-91,,
301897,,cancer,LC,,1-Oct-89,0.09,
301897,,developmental,SQE,,1-Jan-91,,
301898,,cancer,LC,,1-Oct-89,0.09,
301898,,developmental,SQE,,1-Jan-91,,
301899,,cancer,LC,,1-Oct-89,0.09,
301899,,developmental,SQE,,1-Jan-91,,
301900,,cancer,LC,,1-Oct-89,0.09,
301900,,developmental,SQE,,1-Jan-91,,
301901,,cancer,LC,,1-Oct-89,0.09,
301901,,developmental,SQE,,1-Jan-91,,
301902,,cancer,LC,,1-Oct-89,0.09,
301902,,developmental,SQE,,1-Jan-91,,
301903,,cancer,LC,,1-Oct-89,0.09,
301903,,developmental,SQE,,1-Jan-91,,
301904,,cancer,LC,,1-Oct-89,0.09,
301904,,developmental,SQE,,1-Jan-91,,
301905,,cancer,LC,,1-Oct-89,0.09,
301905,,developmental,SQE,,1-Jan-91,,
301906,,cancer,LC,,1-Oct-89,0.09,
301906,,developmental,SQE,,1-Jan-91,,
301907,,cancer,LC,,1-Oct-89,0.09,
301907,,developmental,SQE,,1-Jan-91,,
301908,,cancer,LC,,1-Oct-89,0.09,
301908,,developmental,SQE,,1-Jan-91,,
301909,,cancer,LC,,1-Oct-89,0.09,
301909,,developmental,SQE,,1-Jan-91,,
301910,,cancer,LC,,1-Oct-89,0.09,
301910,,developmental,SQE,,1-Jan-91,,
301911,,cancer,LC,,1-Oct-89,0.09,
301911,,developmental,SQE,,1-Jan-91,,
301912,,cancer,LC,,1-Oct-89,0.09,
301912,,developmental,SQE,,1-Jan-91,,
301913,,cancer,LC,,1-Oct-89,0.09,
301913,,developmental,SQE,,1-Jan-91,,
301914,,cancer,LC,,1-Oct-89,0.09,
301914,,developmental,SQE,,1-Jan-91,,
301915,,cancer,LC,,1-Oct-89,0.09,
301915,,developmental,SQE,,1-Jan-91,,
301916,,cancer,LC,,1-Oct-89,0.09,
301916,,developmental,SQE,,1-Jan-91,,
301917,,cancer,LC,,1-Oct-89,0.09,
301917,,developmental,SQE,,1-Jan-91,,
301918,,cancer,LC,,1-Oct-89,0.09,
301918,,developmental,SQE,,1-Jan-91,,
301919,,cancer,LC,,1-Oct-89,0.09,
301919,,developmental,SQE,,1-Jan-91,,
301920,,cancer,LC,,1-Oct-89,0.09,
301920,,developmental,SQE,,1-Jan-91,,
301921,,cancer,LC,,1-Oct-89,0.09,
301921,,developmental,SQE,,1-Jan-91,,
301922,,cancer,LC,,1-Oct-89,0.09,
301922,,developmental,SQE,,1-Jan-91,,
301923,,cancer,LC,,1-Oct-89,0.09,
301923,,developmental,SQE,,1-Jan-91,,
301924,,cancer,LC,,1-Oct-89,0.09,
301924,,developmental,SQE,,1-Jan-91,,
301925,,cancer,LC,,1-Oct-89,0.09,
301925,,developmental,SQE,,1-Jan-91,,
301926,,cancer,LC,,1-Oct-89,0.09,
301926,,developmental,SQE,,1-Jan-91,,
301927,,cancer,LC,,1-Oct-89,0.09,
301927,,developmental,SQE,,1-Jan-91,,
301928,,cancer,LC,,1-Oct-89,0.09,
301928,,developmental,SQE,,1-Jan-91,,
301929,,cancer,LC,,1-Oct-89,0.09,
301929,,developmental,SQE,,1-Jan-91,,
301930,,cancer,LC,,1-Oct-89,0.09,
301930,,developmental,SQE,,1-Jan-91,,
301931,,cancer,LC,,1-Oct-89,0.09,
301931,,developmental,SQE,,1-Jan-91,,
301932,,cancer,LC,,1-Oct-89,0.09,
301932,,developmental,SQE,,1-Jan-91,,
301933,,cancer,LC,,1-Oct-89,0.09,
301933,,developmental,SQE,,1-Jan-91,,
301934,,cancer,LC,,1-Oct-89,0.09,
301934,,developmental,SQE,,1-Jan-91,,
301935,,cancer,LC,,1-Oct-89,0.09,
301935,,developmental,SQE,,1-Jan-91,,
301936,,cancer,LC,,1-Oct-89,0.09,
301936,,developmental,SQE,,1-Jan-91,,
301937,,cancer,LC,,1-Oct-89,0.09,
301937,,developmental,SQE,,1-Jan-91,,
301938,,cancer,LC,,1-Oct-89,0.09,
301938,,developmental,SQE,,1-Jan-91,,
301939,,cancer,LC,,1-Oct-89,0.09,
301939,,developmental,SQE,,1-Jan-91,,
301940,,cancer,LC,,1-Oct-89,0.09,
301940,,developmental,SQE,,1-Jan-91,,
301941,,cancer,LC,,1-Oct-89,0.09,
301941,,developmental,SQE,,1-Jan-91,,
301942,,cancer,LC,,1-Oct-89,0.09,
301942,,developmental,SQE,,1-Jan-91,,
301943,,cancer,LC,,1-Oct-89,0.09,
301943,,developmental,SQE,,1-Jan-91,,
301944,,cancer,LC,,1-Oct-89,0.09,
301944,,developmental,SQE,,1-Jan-91,,
301945,,cancer,LC,,1-Oct-89,0.09,
301945,,developmental,SQE,,1-Jan-91,,
301946,,cancer,LC,,1-Oct-89,0.09,
301946,,developmental,SQE,,1-Jan-91,,
301947,,cancer,LC,,1-Oct-89,0.09,
301947,,developmental,SQE,,1-Jan-91,,
301948,,cancer,LC,,1-Oct-89,0.09,
301948,,developmental,SQE,,1-Jan-91,,
301949,,cancer,LC,,1-Oct-89,0.09,
301949,,developmental,SQE,,1-Jan-91,,
301950,,cancer,LC,,1-Oct-89,0.09,
301950,,developmental,SQE,,1-Jan-91,,
301951,,cancer,LC,,1-Oct-89,0.09,
301951,,developmental,SQE,,1-Jan-91,,
301952,,cancer,LC,,1-Oct-89,0.09,
301952,,developmental,SQE,,1-Jan-91,,
301953,,cancer,LC,,1-Oct-89,0.09,
301953,,developmental,SQE,,1-Jan-91,,
301954,,cancer,LC,,1-Oct-89,0.09,
301954,,developmental,SQE,,1-Jan-91,,
301955,,cancer,LC,,1-Oct-89,0.09,
301955,,developmental,SQE,,1-Jan-91,,
301956,,cancer,LC,,1-Oct-89,0.09,
301956,,developmental,SQE,,1-Jan-91,,
301957,,cancer,LC,,1-Oct-89,0.09,
301957,,developmental,SQE,,1-Jan-91,,
301958,,cancer,LC,,1-Oct-89,0.09,
301958,,developmental,SQE,,1-Jan-91,,
301959,,cancer,LC,,1-Oct-89,0.09,
301959,,developmental,SQE,,1-Jan-91,,
301960,,cancer,LC,,1-Oct-89,0.09,
301960,,developmental,SQE,,1-Jan-91,,
301961,,cancer,LC,,1-Oct-89,0.09,
301961,,developmental,SQE,,1-Jan-91,,
301962,,cancer,LC,,1-Oct-89,0.09,
301962,,developmental,SQE,,1-Jan-91,,
301963,,cancer,LC,,1-Oct-89,0.09,
301963,,developmental,SQE,,1-Jan-91,,
301964,,cancer,LC,,1-Oct-89,0.09,
301964,,developmental,SQE,,1-Jan-91,,
301965,,cancer,LC,,1-Oct-89,0.09,
301965,,developmental,SQE,,1-Jan-91,,
301966,,cancer,LC,,1-Oct-89,0.09,
301966,,developmental,SQE,,1-Jan-91,,
301967,,cancer,LC,,1-Oct-89,0.09,
301967,,developmental,SQE,,1-Jan-91,,
301968,,cancer,LC,,1-Oct-89,0.09,
301968,,developmental,SQE,,1-Jan-91,,
301969,,cancer,LC,,1-Oct-89,0.09,
301969,,developmental,SQE,,1-Jan-91,,
301970,,cancer,LC,,1-Oct-89,0.09,
301970,,developmental,SQE,,1-Jan-91,,
301971,,cancer,SQE,http://www.oehha.ca.gov/prop65/hazard_ident/pdf_zip/TDCPP070811.pdf,28-Oct-11,5.4,http://oehha.ca.gov/media/downloads/crnr/060112tdcppisor_0.pdf
302131,,cancer,LC,,1-Oct-89,0.09,
302131,,developmental,SQE,,1-Jan-91,,
302157,,cancer,AB,,1-Oct-94,,
302185,,cancer,LC,,1-Oct-89,0.09,
302185,,developmental,SQE,,1-Jan-91,,
302296,,cancer,LC,,1-Oct-89,0.09,
302296,,developmental,SQE,,1-Jan-91,,
302298,,cancer,SQE,,1-Apr-88,0.0084 (oral),http://oehha.ca.gov/media/downloads/proposition-65/chemicals/062104clearcopy.pdf
302326,,cancer,SQE,,1-Jan-88,0.02,
302326,,developmental,AB,,1-Oct-94,,
302447,,cancer,LC,,1-Oct-89,0.09,
302447,,developmental,SQE,,1-Jan-91,,
302448,,cancer,LC,,1-Oct-89,0.09,
302448,,developmental,SQE,,1-Jan-91,,
302449,,cancer,LC,,1-Oct-89,0.09,
302449,,developmental,SQE,,1-Jan-91,,
302451,,cancer,LC,,1-Oct-89,0.09,
302451,,developmental,SQE,,1-Jan-91,,
302452,,cancer,LC,,1-Oct-89,0.09,
302452,,developmental,SQE,,1-Jan-91,,
302453,,cancer,LC,,1-Oct-89,0.09,
302453,,developmental,SQE,,1-Jan-91,,
302555,,cancer,SQE,,1-Jan-88,0.02,
302555,,developmental,AB,,1-Oct-94,,
302556,,cancer,SQE,,1-Jan-88,0.02,
302556,,developmental,AB,,1-Oct-94,,
302557,,cancer,SQE,,1-Jan-88,0.02,
302557,,developmental,AB,,1-Oct-94,,
302558,,cancer,SQE,,1-Jan-88,0.02,
302558,,developmental,AB,,1-Oct-94,,
302559,,cancer,SQE,,1-Jan-88,0.02,
302559,,developmental,AB,,1-Oct-94,,
302560,,cancer,SQE,,1-Jan-88,0.02,
302560,,developmental,AB,,1-Oct-94,,
302561,,cancer,SQE,,1-Jan-88,0.02,
302561,,developmental,AB,,1-Oct-94,,
302562,,cancer,SQE,,1-Jan-88,0.02,
302562,,developmental,AB,,1-Oct-94,,
302563,,cancer,SQE,,1-Jan-88,0.02,
302563,,developmental,AB,,1-Oct-94,,
302564,,cancer,SQE,,1-Jan-88,0.02,
302564,,developmental,AB,,1-Oct-94,,
302565,,cancer,SQE,,1-Jan-88,0.02,
302565,,developmental,AB,,1-Oct-94,,
302567,,cancer,SQE,,1-Jan-88,0.02,
302567,,developmental,AB,,1-Oct-94,,
302568,,cancer,SQE,,1-Jan-88,0.02,
302568,,developmental,AB,,1-Oct-94,,
302569,,cancer,SQE,,1-Jan-88,0.02,
302569,,developmental,AB,,1-Oct-94,,
302570,,cancer,SQE,,1-Jan-88,0.02,
302570,,developmental,AB,,1-Oct-94,,
302571,,cancer,SQE,,1-Jan-88,0.02,
302571,,developmental,AB,,1-Oct-94,,
302572,,cancer,SQE,,1-Jan-88,0.02,
302572,,developmental,AB,,1-Oct-94,,
302573,,cancer,SQE,,1-Jan-88,0.02,
302573,,developmental,AB,,1-Oct-94,,
302574,,cancer,SQE,,1-Jan-88,0.02,
302574,,developmental,AB,,1-Oct-94,,
302575,,cancer,SQE,,1-Jan-88,0.02,
302575,,developmental,AB,,1-Oct-94,,
302576,,cancer,SQE,,1-Jan-88,0.02,
302576,,developmental,AB,,1-Oct-94,,
302577,,cancer,SQE,,1-Jan-88,0.02,
302577,,developmental,AB,,1-Oct-94,,
302578,,cancer,SQE,,1-Jan-88,0.02,
302578,,developmental,AB,,1-Oct-94,,
302579,,cancer,SQE,,1-Jan-88,0.02,
302579,,developmental,AB,,1-Oct-94,,
302580,,cancer,SQE,,1-Jan-88,0.02,
302580,,developmental,AB,,1-Oct-94,,
302581,,cancer,SQE,,1-Jan-88,0.02,
302581,,developmental,AB,,1-Oct-94,,
302582,,cancer,SQE,,1-Jan-88,0.02,
302582,,developmental,AB,,1-Oct-94,,
302583,,cancer,SQE,,1-Jan-88,0.02,
302583,,developmental,AB,,1-Oct-94,,
302584,,cancer,SQE,,1-Jan-88,0.02,
302584,,developmental,AB,,1-Oct-94,,
302585,,cancer,SQE,,1-Jan-88,0.02,
302585,,developmental,AB,,1-Oct-94,,
302620,,cancer,AB,,1-May-96,,
302692,,"female, male ",AB,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/pkg11a3.pdf,18-May-99,600 (oral),http://oehha.ca.gov/media/downloads/crnr/oehha2004j.pdf
302823,,cancer,LC,,1-Oct-89,0.09,
302823,,developmental,SQE,,1-Jan-91,,
302824,,cancer,LC,,1-Oct-89,0.09,
302824,,developmental,SQE,,1-Jan-91,,
302825,,cancer,LC,,1-Oct-89,0.09,
302825,,developmental,SQE,,1-Jan-91,,
302826,,cancer,LC,,1-Oct-89,0.09,
302826,,developmental,SQE,,1-Jan-91,,
302827,,cancer,LC,,1-Oct-89,0.09,
302827,,developmental,SQE,,1-Jan-91,,
302828,,cancer,LC,,1-Oct-89,0.09,
302828,,developmental,SQE,,1-Jan-91,,
302829,,cancer,LC,,1-Oct-89,0.09,
302829,,developmental,SQE,,1-Jan-91,,
302854,,cancer,LC,,1-Oct-89,0.09,
302854,,developmental,SQE,,1-Jan-91,,
302855,,cancer,LC,,1-Oct-89,0.09,
302855,,developmental,SQE,,1-Jan-91,,
302856,,cancer,LC,,1-Oct-89,0.09,
302856,,developmental,SQE,,1-Jan-91,,
302857,,cancer,LC,,1-Oct-89,0.09,
302857,,developmental,SQE,,1-Jan-91,,
302858,,cancer,LC,,1-Oct-89,0.09,
302858,,developmental,SQE,,1-Jan-91,,
302859,,cancer,LC,,1-Oct-89,0.09,
302859,,developmental,SQE,,1-Jan-91,,
302860,,cancer,LC,,1-Oct-89,0.09,
302860,,developmental,SQE,,1-Jan-91,,
302861,,cancer,LC,,1-Oct-89,0.09,
302861,,developmental,SQE,,1-Jan-91,,
302862,,cancer,LC,,1-Oct-89,0.09,
302862,,developmental,SQE,,1-Jan-91,,
302863,,cancer,LC,,1-Oct-89,0.09,
302863,,developmental,SQE,,1-Jan-91,,
302864,,cancer,LC,,1-Oct-89,0.09,
302864,,developmental,SQE,,1-Jan-91,,
302865,,cancer,LC,,1-Oct-89,0.09,
302865,,developmental,SQE,,1-Jan-91,,
302866,,cancer,LC,,1-Oct-89,0.09,
302866,,developmental,SQE,,1-Jan-91,,
302867,,cancer,LC,,1-Oct-89,0.09,
302867,,developmental,SQE,,1-Jan-91,,
302868,,cancer,LC,,1-Oct-89,0.09,
302868,,developmental,SQE,,1-Jan-91,,
302869,,cancer,LC,,1-Oct-89,0.09,
302869,,developmental,SQE,,1-Jan-91,,
302870,,cancer,LC,,1-Oct-89,0.09,
302870,,developmental,SQE,,1-Jan-91,,
302871,,cancer,LC,,1-Oct-89,0.09,
302871,,developmental,SQE,,1-Jan-91,,
302872,,cancer,LC,,1-Oct-89,0.09,
302872,,developmental,SQE,,1-Jan-91,,
302873,,cancer,LC,,1-Oct-89,0.09,
302873,,developmental,SQE,,1-Jan-91,,
302874,,cancer,LC,,1-Oct-89,0.09,
302874,,developmental,SQE,,1-Jan-91,,
302875,,cancer,LC,,1-Oct-89,0.09,
302875,,developmental,SQE,,1-Jan-91,,
302876,,cancer,LC,,1-Oct-89,0.09,
302876,,developmental,SQE,,1-Jan-91,,
302877,,cancer,LC,,1-Oct-89,0.09,
302877,,developmental,SQE,,1-Jan-91,,
302878,,cancer,LC,,1-Oct-89,0.09,
302878,,developmental,SQE,,1-Jan-91,,
302967,,cancer,LC,,1-Oct-89,0.09,
302967,,developmental,SQE,,1-Jan-91,,
302968,,cancer,LC,,1-Oct-89,0.09,
302968,,developmental,SQE,,1-Jan-91,,
302969,,cancer,LC,,1-Oct-89,0.09,
302969,,developmental,SQE,,1-Jan-91,,
302970,,cancer,LC,,1-Oct-89,0.09,
302970,,developmental,SQE,,1-Jan-91,,
302971,,cancer,LC,,1-Oct-89,0.09,
302971,,developmental,SQE,,1-Jan-91,,
302972,,cancer,LC,,1-Oct-89,0.09,
302972,,developmental,SQE,,1-Jan-91,,
302973,,cancer,LC,,1-Oct-89,0.09,
302973,,developmental,SQE,,1-Jan-91,,
302974,,cancer,LC,,1-Oct-89,0.09,
302974,,developmental,SQE,,1-Jan-91,,
302975,,cancer,LC,,1-Oct-89,0.09,
302975,,developmental,SQE,,1-Jan-91,,
302976,,cancer,LC,,1-Oct-89,0.09,
302976,,developmental,SQE,,1-Jan-91,,
302977,,cancer,LC,,1-Oct-89,0.09,
302977,,developmental,SQE,,1-Jan-91,,
302978,,cancer,LC,,1-Oct-89,0.09,
302978,,developmental,SQE,,1-Jan-91,,
302991,,cancer ,AB,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/noilabpack19a2.pdf,16-Nov-01,,
303133,,cancer,LC,,1-Oct-89,0.09,
303133,,developmental,SQE,,1-Jan-91,,
303134,,cancer,LC,,1-Oct-89,0.09,
303134,,developmental,SQE,,1-Jan-91,,
303135,,cancer,LC,,1-Oct-89,0.09,
303135,,developmental,SQE,,1-Jan-91,,
303136,,cancer,LC,,1-Oct-89,0.09,
303136,,developmental,SQE,,1-Jan-91,,
303137,,cancer,LC,,1-Oct-89,0.09,
303137,,developmental,SQE,,1-Jan-91,,
303138,,cancer,LC,,1-Oct-89,0.09,
303138,,developmental,SQE,,1-Jan-91,,
303139,,cancer,LC,,1-Oct-89,0.09,
303139,,developmental,SQE,,1-Jan-91,,
303140,,cancer,LC,,1-Oct-89,0.09,
303140,,developmental,SQE,,1-Jan-91,,
303141,,cancer,LC,,1-Oct-89,0.09,
303141,,developmental,SQE,,1-Jan-91,,
303142,,cancer,LC,,1-Oct-89,0.09,
303142,,developmental,SQE,,1-Jan-91,,
303143,,cancer,LC,,1-Oct-89,0.09,
303143,,developmental,SQE,,1-Jan-91,,
303144,,cancer,LC,,1-Oct-89,0.09,
303144,,developmental,SQE,,1-Jan-91,,
303145,,cancer,LC,,1-Oct-89,0.09,
303145,,developmental,SQE,,1-Jan-91,,
303146,,cancer,LC,,1-Oct-89,0.09,
303146,,developmental,SQE,,1-Jan-91,,
303147,,cancer,LC,,1-Oct-89,0.09,
303147,,developmental,SQE,,1-Jan-91,,
303148,,cancer,LC,,1-Oct-89,0.09,
303148,,developmental,SQE,,1-Jan-91,,
303149,,cancer,LC,,1-Oct-89,0.09,
303149,,developmental,SQE,,1-Jan-91,,
303150,,cancer,LC,,1-Oct-89,0.09,
303150,,developmental,SQE,,1-Jan-91,,
303151,,cancer,LC,,1-Oct-89,0.09,
303151,,developmental,SQE,,1-Jan-91,,
303152,,cancer,LC,,1-Oct-89,0.09,
303152,,developmental,SQE,,1-Jan-91,,
303153,,cancer,LC,,1-Oct-89,0.09,
303153,,developmental,SQE,,1-Jan-91,,
303154,,cancer,LC,,1-Oct-89,0.09,
303154,,developmental,SQE,,1-Jan-91,,
303155,,cancer,LC,,1-Oct-89,0.09,
303155,,developmental,SQE,,1-Jan-91,,
303156,,cancer,LC,,1-Oct-89,0.09,
303156,,developmental,SQE,,1-Jan-91,,
303157,,cancer,LC,,1-Oct-89,0.09,
303157,,developmental,SQE,,1-Jan-91,,
303158,,cancer,LC,,1-Oct-89,0.09,
303158,,developmental,SQE,,1-Jan-91,,
303159,,cancer,LC,,1-Oct-89,0.09,
303159,,developmental,SQE,,1-Jan-91,,
303160,,cancer,LC,,1-Oct-89,0.09,
303160,,developmental,SQE,,1-Jan-91,,
303161,,cancer,LC,,1-Oct-89,0.09,
303161,,developmental,SQE,,1-Jan-91,,
303162,,cancer,LC,,1-Oct-89,0.09,
303162,,developmental,SQE,,1-Jan-91,,
303163,,cancer,LC,,1-Oct-89,0.09,
303163,,developmental,SQE,,1-Jan-91,,
303164,,cancer,LC,,1-Oct-89,0.09,
303164,,developmental,SQE,,1-Jan-91,,
303165,,cancer,LC,,1-Oct-89,0.09,
303165,,developmental,SQE,,1-Jan-91,,
303224,,cancer,SQE,,1-Jan-88,0.4,http://www.oehha.ca.gov/prop65/pdf/expcancer.pdf
303310,,cancer ,SQE,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/4am2ntro.pdf,29-Jan-99,,
